,Lake.ID,Year,Lake.x,Trt,YrsTrt,PrevAUGSecchi,Snow,APRMAYPcri,JUNPcri,DIFF.4.6,County,Lake.area.acre,Proportion.littoral,Max.depth,Acres_Chem,litt.ac,perc.lit.chem,Ice_off,lag0_before,lag0_after,acres_lag0_before,acres_lag0_after,date_lag0_before,date_lag0_after,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8
21,10001300,2018,Susan,1,2,0.52,3.1,NA,0.07,NA,NA,71.994,0.815,17,7.73,71.99,10.73760244,112.2882838,1,0,7.73,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
22,10001300,2020,Susan,0,2,0.65,4.7,0.45,0.25,-0.2,NA,71.994,0.815,17,NA,71.99,NA,94.26551984,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0
23,10001300,2020,Susan,0,2,0.65,4.7,0.45,0.25,-0.2,NA,71.994,0.815,17,NA,71.99,NA,94.26551984,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0
24,10001300,2020,Susan,0,2,0.65,4.7,0.45,0.25,-0.2,NA,71.994,0.815,17,NA,71.99,NA,94.26551984,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0
25,10001300,2022,Susan,1,4,NA,3.8,NA,0.26,NA,NA,71.994,0.815,17,8.25,71.99,11.45992499,107.0793388,1,0,8.25,NA,5/1/2022,NA,1,0,0,1,1,0,0,0
26,10001300,2022,Susan,1,4,NA,3.8,NA,0.26,NA,NA,71.994,0.815,17,8.25,71.99,11.45992499,107.0793388,1,0,8.25,NA,5/1/2022,NA,1,0,0,1,1,0,0,0
27,10001300,2023,Susan,1,5,0.62,7.7,0.23,0.12,-0.11,NA,71.994,0.815,17,5.35,71.99,7.431587721,107.2681759,0,1,NA,5.35,NA,5/17/2023,1,1,0,0,1,1,0,0
28,10001300,2023,Susan,1,5,0.62,7.7,0.23,0.12,-0.11,NA,71.994,0.815,17,5.35,71.99,7.431587721,107.2681759,1,0,5.35,NA,5/17/2023,NA,1,1,0,0,1,1,0,0
29,10001300,2023,Susan,1,5,0.62,7.7,0.23,0.12,-0.11,NA,71.994,0.815,17,5.35,71.99,7.431587721,107.2681759,1,0,5.35,NA,5/17/2023,NA,1,1,0,0,1,1,0,0
30,13002700,2025,South Center,1,7,0.72,1.2,NA,0.85,NA,NA,544.508,0.6548,105.3000031,7.01,544.51,1.287396007,92.76366302,1,0,7.01,NA,5/14/2025,NA,1,1,0,0,1,1,1,1
31,13002700,2025,South Center,1,7,0.72,1.2,NA,0.85,NA,NA,544.508,0.6548,105.3000031,7.01,544.51,1.287396007,92.76366302,1,0,7.01,NA,5/14/2025,NA,1,1,0,0,1,1,1,1
32,13002700,2018,South Center,1,2,1.12,3.1,NA,NA,NA,NA,544.508,0.6548,105.3000031,8,544.51,1.46921085,117.4151726,1,0,8,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
33,13002700,2023,South Center,1,5,1.37,7.7,NA,NA,NA,NA,544.508,0.6548,105.3000031,26.84,544.51,4.929202402,112.3950646,1,0,26.84,NA,5/23/2023,NA,0,0,1,1,1,1,0,0
34,13002800,2021,South Lindstrom,0,2,1.2,4.4,NA,NA,NA,NA,261.419,0.4767,33.90000153,NA,261.42,NA,86.89431895,0,0,NA,NA,NA,NA,0,0,1,1,0,0,0,0
35,13003200,2025,North Center,1,7,NA,1.2,NA,0.88,NA,NA,749.26,0.811467314,NA,7,608,1.151315789,91.48623871,1,0,7,NA,5/14/2025,NA,1,1,0,0,1,1,1,1
36,18035200,2017,Ossawinnamakee,1,1,6.83,1.3,NA,NA,NA,NA,259.431,0.3756,62.90000153,8,259.43,3.08368346,93.06765817,1,0,8,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
37,27002800,2017,NA,1,1,NA,1.3,1,0.01,-0.99,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,5/1/2017,0,0,0,0,0,0,0,0
38,27002800,2017,NA,1,1,NA,1.3,1,0.01,-0.99,NA,NA,NA,6.5,7.4,NA,NA,NA,1,0,7.4,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
39,27002800,2018,NA,1,2,NA,3.1,0.97,NA,NA,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,6/1/2018,1,0,0,0,0,0,0,0
40,27002800,2020,NA,1,4,NA,4.7,0.37,NA,NA,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,5/1/2020,1,1,1,0,0,0,0,0
41,27002800,2021,NA,1,5,NA,4.4,0.38,NA,NA,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,5/1/2021,1,1,1,1,0,0,0,0
42,27002800,2022,NA,1,6,NA,3.8,0.12,0.04,-0.08,NA,NA,NA,6.5,4.6,NA,NA,NA,1,0,4.6,NA,5/1/2022,NA,1,1,1,1,1,0,0,0
43,27002800,2022,NA,1,6,NA,3.8,0.12,0.04,-0.08,NA,NA,NA,6.5,4.6,NA,NA,NA,1,0,4.6,NA,5/1/2022,NA,1,1,1,1,1,0,0,0
44,27002800,2023,NA,0,6,NA,7.7,0.05,0.54,0.49,NA,NA,NA,6.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0
45,27002800,2023,NA,0,6,NA,7.7,0.05,0.54,0.49,NA,NA,NA,6.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0
46,27002800,2023,NA,0,6,NA,7.7,0.05,0.54,0.49,NA,NA,NA,6.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0
47,27002800,2024,NA,1,7,NA,0.6,NA,0.32,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,4/18/2024,NA,0,1,1,1,1,1,1,0
48,27002800,2024,NA,1,7,NA,0.6,NA,0.32,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,4/18/2024,NA,0,1,1,1,1,1,1,0
49,27002800,2025,NA,1,8,NA,1.2,NA,0.06,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,4/30/2025,NA,1,0,1,1,1,1,1,1
50,27002800,2025,NA,1,8,NA,1.2,NA,0.06,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,4/30/2025,NA,1,0,1,1,1,1,1,1
51,27003400,2018,Crystal,0,1,NA,3.1,0.02,NA,NA,NA,79.12,0.6699,39,NA,53,NA,111.9989534,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
52,27003400,2018,Crystal,0,1,NA,3.1,0.02,NA,NA,NA,79.12,0.6699,39,NA,53,NA,111.9989534,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
53,27003400,2020,Crystal,0,2,1,4.7,NA,0.04,NA,NA,79.12,0.6699,39,NA,53,NA,93.97618935,0,0,NA,NA,NA,NA,1,0,1,0,0,0,0,0
54,27003400,2020,Crystal,0,2,1,4.7,NA,0.04,NA,NA,79.12,0.6699,39,NA,53,NA,93.97618935,0,0,NA,NA,NA,NA,1,0,1,0,0,0,0,0
55,27003400,2021,Crystal,1,3,1.01,4.4,NA,NA,NA,NA,79.12,0.6699,39,5.1,53,9.622641509,82.51598854,1,0,5.1,NA,5/10/2021,NA,0,1,0,1,0,0,0,0
56,27004400,2020,NA,1,2,NA,4.7,0.71,NA,NA,NA,NA,NA,NA,2.1,NA,NA,94.3985792,0,1,NA,2.1,NA,5/1/2020,1,0,0,0,0,0,0,0
57,27004400,2023,NA,0,4,NA,7.7,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.4012352,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0
58,27004400,2024,NA,1,5,NA,0.6,0.06,NA,NA,NA,NA,NA,NA,0.87,NA,NA,67.35070196,0,1,NA,0.87,NA,4/25/2024,0,1,1,1,1,0,0,0
59,27004400,2024,NA,1,5,NA,0.6,0.06,NA,NA,NA,NA,NA,NA,0.87,NA,NA,67.35070196,0,1,NA,0.87,NA,4/25/2024,0,1,1,1,1,0,0,0
60,27004500,2017,NA,1,1,NA,1.3,1,NA,NA,NA,NA,NA,7,3,NA,NA,NA,0,1,NA,3,NA,5/1/2017,0,0,0,0,0,0,0,0
61,27004500,2018,NA,1,2,NA,3.1,0.93,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,6/1/2018,1,0,0,0,0,0,0,0
62,27004500,2020,NA,1,4,NA,4.7,0.28,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,5/1/2020,1,1,1,0,0,0,0,0
63,27004500,2023,NA,1,7,NA,7.7,0.45,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,5/24/2023,1,1,1,1,1,1,0,0
64,27004500,2024,NA,1,8,NA,0.6,0.66,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,4/25/2024,1,1,1,1,1,1,1,0
65,27004800,2017,Hyland,1,1,0.6,1.3,0.15,NA,NA,NA,83.913,0.995,11.5,31.1,83.91,37.06352044,NA,1,0,31.1,NA,4/1/2017,NA,0,0,0,0,0,0,0,0
66,27004800,2017,Hyland,1,1,0.6,1.3,0.15,NA,NA,NA,83.913,0.995,11.5,31.1,83.91,37.06352044,NA,1,0,31.1,NA,4/1/2017,NA,0,0,0,0,0,0,0,0
67,27004800,2018,Hyland,0,1,0.5,3.1,0.01,0.06,0.05,NA,83.913,0.995,11.5,NA,83.91,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
68,27004800,2018,Hyland,0,1,0.5,3.1,0.01,0.06,0.05,NA,83.913,0.995,11.5,NA,83.91,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
69,27004800,2018,Hyland,0,1,0.5,3.1,0.01,0.06,0.05,NA,83.913,0.995,11.5,NA,83.91,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
70,27004800,2019,Hyland,1,2,0.58,5.5,0.2,0.2,0,NA,83.913,0.995,11.5,19,83.91,22.64330831,NA,0,1,NA,19,NA,5/1/2019,0,1,0,0,0,0,0,0
71,27004800,2019,Hyland,1,2,0.58,5.5,0.2,0.2,0,NA,83.913,0.995,11.5,19,83.91,22.64330831,NA,1,0,19,NA,5/1/2019,NA,0,1,0,0,0,0,0,0
72,27004800,2019,Hyland,1,2,0.58,5.5,0.2,0.2,0,NA,83.913,0.995,11.5,19,83.91,22.64330831,NA,1,0,19,NA,5/1/2019,NA,0,1,0,0,0,0,0,0
73,27004800,2020,Hyland,1,3,0.7,4.7,0.15,0.42,0.27,NA,83.913,0.995,11.5,9,83.91,10.72577762,NA,0,1,NA,9,NA,4/30/2020,1,0,1,0,0,0,0,0
74,27004800,2020,Hyland,1,3,0.7,4.7,0.15,0.42,0.27,NA,83.913,0.995,11.5,9,83.91,10.72577762,NA,1,0,9,NA,4/30/2020,NA,1,0,1,0,0,0,0,0
75,27005500,2018,NA,1,1,0.7,3.1,0.08,NA,NA,NA,NA,NA,NA,3.2,NA,NA,111.9082892,0,1,NA,3.2,NA,6/1/2018,0,0,0,0,0,0,0,0
76,27005500,2021,NA,0,3,NA,4.4,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.42532443,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,0
77,27005500,2023,NA,0,4,NA,7.7,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.8881813,0,0,NA,NA,NA,NA,1,0,1,1,1,0,0,0
78,27005500,2024,NA,1,5,NA,0.6,0.19,NA,NA,NA,NA,NA,NA,3.16,NA,NA,66.83764799,0,1,NA,3.16,NA,4/25/2024,0,1,0,1,1,1,0,0
79,27005700,2023,NA,1,1,1.5,7.7,NA,0,NA,NA,NA,NA,NA,5.91,NA,NA,106.4627146,1,0,5.91,NA,5/24/2023,NA,0,0,0,0,0,0,0,0
80,27005700,2023,NA,1,1,1.5,7.7,NA,0,NA,NA,NA,NA,NA,5.91,NA,NA,106.4627146,1,0,5.91,NA,5/24/2023,NA,0,0,0,0,0,0,0,0
81,27005700,2024,NA,0,1,NA,0.6,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,66.41218133,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
82,27005700,2024,NA,0,1,NA,0.6,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,66.41218133,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
83,27007600,2018,Red Rock,1,2,NA,3.1,NA,NA,NA,NA,96.611,0.9958,16,13,96.61,13.45616396,111.6702567,1,0,13,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
84,27007600,2021,Red Rock,1,5,0.5,4.4,NA,NA,NA,NA,96.611,0.9958,16,13.04,96.61,13.49756754,82.18729191,1,0,13.04,NA,5/1/2021,NA,1,1,1,1,0,0,0,0
85,27007800,2017,Staring,1,1,0.67,1.3,NA,0.22,NA,NA,156.217,0.9505,16,40,156.22,25.60491614,NA,1,0,40,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
86,27007800,2017,Staring,1,1,0.67,1.3,NA,0.22,NA,NA,156.217,0.9505,16,40,156.22,25.60491614,NA,1,0,40,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
87,27007800,2017,Staring,1,1,0.67,1.3,NA,0.22,NA,NA,156.217,0.9505,16,40,156.22,25.60491614,NA,1,0,40,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
88,27007800,2018,Staring,0,1,0.92,3.1,NA,NA,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
89,27007800,2019,Staring,0,1,NA,5.5,NA,0.12,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
90,27007800,2019,Staring,0,1,NA,5.5,NA,0.12,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
91,27007800,2019,Staring,0,1,NA,5.5,NA,0.12,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
92,27007800,2023,Staring,0,1,0.55,7.7,0.16,0.2,0.04,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0
93,27007800,2023,Staring,0,1,0.55,7.7,0.16,0.2,0.04,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0
94,27007800,2023,Staring,0,1,0.55,7.7,0.16,0.2,0.04,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0
95,27009000,2024,Holiday,1,1,NA,0.6,NA,0,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,4/19/2024,NA,0,0,0,0,0,0,0,0
96,27009000,2024,Holiday,1,1,NA,0.6,NA,0,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,4/19/2024,NA,0,0,0,0,0,0,0,0
97,27009000,2025,Holiday,1,2,NA,1.2,NA,0.01,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,4/30/2025,NA,1,0,0,0,0,0,0,0
98,27009000,2025,Holiday,1,2,NA,1.2,NA,0.01,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,4/30/2025,NA,1,0,0,0,0,0,0,0
99,27009800,2018,Bass,1,3,0.6,3.1,0.5,NA,NA,NA,149.282,0.8149,31,12.3,149.28,8.239549839,112.4418243,1,0,12.3,NA,5/1/2018,NA,1,1,0,0,0,0,0,0
100,27009800,2019,Bass,1,4,0.64,5.5,NA,NA,NA,NA,149.282,0.8149,31,20.4,149.28,13.66559486,100.5750171,1,0,20.4,NA,5/1/2019,NA,1,1,1,0,0,0,0,0
101,27009800,2021,Bass,1,6,0.75,4.4,0.64,NA,NA,NA,149.282,0.8149,31,18.02,149.28,12.07127546,82.95885952,0,1,NA,18.02,NA,6/1/2021,1,1,1,1,1,0,0,0
102,27009800,2021,Bass,1,6,0.75,4.4,0.64,NA,NA,NA,149.282,0.8149,31,18.02,149.28,12.07127546,82.95885952,1,0,18.02,NA,6/1/2021,NA,1,1,1,1,1,0,0,0
103,27009800,2023,Bass,1,8,0.95,7.7,NA,0.02,NA,NA,149.282,0.8149,31,18.66,149.28,12.5,107.4217164,1,0,18.66,NA,5/24/2023,NA,1,1,1,1,1,1,1,0
104,27010300,2022,NA,0,4,NA,3.8,NA,0.25,NA,NA,NA,NA,6,NA,NA,NA,105.4289821,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0
105,27010300,2022,NA,0,4,NA,3.8,NA,0.25,NA,NA,NA,NA,6,NA,NA,NA,105.4289821,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0
106,27010400,2022,Medicine,1,6,1.81,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,119.5,434.53,27.50097807,109.4006227,0,1,NA,119.5,NA,5/16/2022,1,1,1,1,1,0,0,0
107,27010400,2017,Medicine,1,1,0.83,1.3,0.43,0.46,0.03,NA,434.53,0.4674,47.59999847,45,434.53,10.35601685,82.52674794,1,0,45,NA,4/1/2017,NA,0,0,0,0,0,0,0,0
108,27010400,2017,Medicine,1,1,0.83,1.3,0.43,0.46,0.03,NA,434.53,0.4674,47.59999847,45,434.53,10.35601685,82.52674794,1,0,45,NA,4/1/2017,NA,0,0,0,0,0,0,0,0
109,27010400,2018,Medicine,1,2,1.2,3.1,0.29,0.14,-0.15,NA,434.53,0.4674,47.59999847,35.8,434.53,8.238786735,114.6095678,1,0,35.8,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
110,27010400,2018,Medicine,1,2,1.2,3.1,0.29,0.14,-0.15,NA,434.53,0.4674,47.59999847,35.8,434.53,8.238786735,114.6095678,1,0,35.8,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
111,27010400,2019,Medicine,1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.40772789,102.7427606,0,1,NA,49.57,NA,5/1/2019,1,1,0,0,0,0,0,0
112,27010400,2019,Medicine,1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.40772789,102.7427606,1,0,49.57,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
113,27010400,2019,Medicine,1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.40772789,102.7427606,1,0,49.57,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
114,27010400,2020,Medicine,1,4,0.85,4.7,NA,0.69,NA,NA,434.53,0.4674,47.59999847,49.4,434.53,11.36860516,96.58680377,1,0,49.4,NA,5/1/2020,NA,1,1,1,0,0,0,0,0
115,27012500,2018,Diamond,1,2,0.55,3.1,NA,0.11,NA,NA,405.015,0.9992,8,60,405.02,14.81408326,NA,1,0,60,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
116,27012500,2018,Diamond,1,2,0.55,3.1,NA,0.11,NA,NA,405.015,0.9992,8,60,405.02,14.81408326,NA,1,0,60,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
117,27012500,2019,Diamond,1,3,0.45,5.5,NA,0.36,NA,NA,405.015,0.9992,8,405,405.02,99.99506197,NA,1,0,405,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
118,27012500,2019,Diamond,1,3,0.45,5.5,NA,0.36,NA,NA,405.015,0.9992,8,405,405.02,99.99506197,NA,1,0,405,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
119,27012500,2020,Diamond,1,4,0.65,4.7,NA,0.51,NA,NA,405.015,0.9992,8,405,405.02,99.99506197,NA,1,0,405,NA,4/13/2020,NA,1,1,1,0,0,0,0,0
120,27019100,2017,Sarah,1,1,NA,1.3,NA,0.15,NA,NA,557.23,0.6694,59,260,373,69.70509383,82.90832173,1,0,260,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
121,27019100,2017,Sarah,1,1,NA,1.3,NA,0.15,NA,NA,557.23,0.6694,59,260,373,69.70509383,82.90832173,1,0,260,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
122,27019100,2018,Sarah,1,2,NA,3.1,NA,0.04,NA,NA,557.23,0.6694,59,114.5,373,30.69705094,114.9911416,1,0,114.5,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
123,27019100,2018,Sarah,1,2,NA,3.1,NA,0.04,NA,NA,557.23,0.6694,59,114.5,373,30.69705094,114.9911416,1,0,114.5,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
124,27019100,2019,Sarah,1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815,103.1243344,1,0,108.6,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
125,27019100,2019,Sarah,1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815,103.1243344,1,0,108.6,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
126,27019100,2019,Sarah,1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815,103.1243344,1,0,108.6,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
127,27027500,2021,NA,1,1,1.1,4.4,0.22,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,0,1,NA,1.28,NA,5/14/2021,0,0,0,0,0,0,0,0
128,27027500,2023,NA,0,1,1.37,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
129,27027500,2025,NA,1,2,0.87,1.2,0.4,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,0,1,NA,3.5,NA,5/2/2025,0,0,0,1,0,0,0,0
130,27066900,2021,NA,0,2,NA,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0
131,27066900,2023,NA,0,3,NA,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,1,1,0,0,0,0
132,27066900,2024,NA,1,4,NA,0.6,0.1,NA,NA,NA,NA,NA,NA,1.17,NA,NA,NA,0,1,NA,1.17,NA,4/25/2024,0,1,0,1,1,0,0,0
133,27067700,2023,NA,0,1,NA,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
134,27067700,2024,NA,1,2,NA,0.6,0.16,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,0,1,NA,0.59,NA,4/25/2024,0,1,0,0,0,0,0,0
135,62000200,2019,Bald Eagle,1,3,1.34,5.5,NA,NA,NA,NA,589.063,0.5613,37,68.82,589.06,11.68302041,103.6678221,1,0,68.82,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
136,62000200,2020,Bald Eagle,1,4,1.14,4.7,NA,NA,NA,NA,589.063,0.5613,37,72.6,589.06,12.32472074,97.51186535,1,0,72.6,NA,5/4/2020,NA,1,1,1,0,0,0,0,0
