"","DOW","lake_name","SURVEY_START","year","month","doy","ceratophyllum_demersum","potamogeton_crispus","elodea_canadensis","heteranthera_dubia","najas_sp","potamogeton_foliosus","potamogeton_zosteriformis","ranunculus_aquatilis","stuckenia_pectinata","chara_sp","eleocharis_acicularis","myriophyllum_spicatum","myriophyllum_sibiricum","potamogeton_pusillus","potamogeton_richardsonii","vallisneria_americana","potamogeton_nodosus","zannichellia_palustris","potamogeton_praelongus","potamogeton_amplifolius","elodea_sp","potamogeton_robbinsii","myriophyllum_spicatum_x_sibiricum","nitella_sp","myriophyllum_sp","potamogeton_illinoensis","utricularia_vulgaris","najas_flexilis","potamogeton_friesii","aquatic_moss","potamogeton_gramineus","utricularia_gibba","najas_guadalupensis","lychnothamnus_barbatus","ceratophyllum_echinatum","utricularia_minor","utricularia_macrorhiza","elodea_nuttallii","najas_gracillima","potamogeton_obtusifolius","potamogeton_sp","potamogeton_epihydrus","utricularia_sp","potamogeton_strictifolius","nitellopsis_obtusa","fontinalis_sp","tolypella_intricata","chara_globularis","nitella_flexilis","veronica_catenata","utricularia_intermedia","bidens_beckii","myriophyllum_alterniflorum","hippuris_vulgaris","isoetes_echinospora","stuckenia_filiformis","nitella_mucronata","potamogeton_perfoliatus","potamogeton_pulcher","drepanocladus_sp","najas_minor","nitella_furcata","juncus_pelocarpus","nitella_tenuissima","ranunculus_sp","myriophyllum_verticillatum","najas_marina","stuckenia_vaginata","fontinalis_antipyretica","potamogeton_alpinus","ranunculus_flabellaris","chara_contraria","chara_braunii","ranunculus_flammula","nitella_macounii","isoetes_lacustris","lobelia_dortmanna","myriophyllum_tenellum","utricularia_geminiscapa","potamogeton_spirillus","callitriche_sp","ceratophyllum_sp","chara_canescens","characeae_taxa","drepanocladus_aduncus","elatine_sp","elatine_minima","eleocharis_sp","eleocharis_robbinsii","eriocaulon_aquaticum","fontinalis_sullivantii","isoetes_sp","littorella_uniflora","myriophyllum_farwellii","nitellopsis_sp","potamogeton_bicupulatus","potamogeton_diversifolius","potamogeton_hillii","potamogeton_vaseyi","ruppia_cirrhosa","schoenoplectus_subterminalis","scorpidium_scorpioides","stuckenia_sp","utricularia_purpurea","veronica_americana","heteranthera_sp","vallisneria_sp","taxa_rich","vegetated","EWM","native_rich","native_vegetated","survey_taxa_rich","survey_native_rich","LK_LZACRES","survey_id"
"11","13003200","North Center",2025-06-09,2025,6,160,0.0896551724137931,0.882758620689655,0,0,0,0,0,0,0,0,0,0.0275862068965517,0.0137931034482759,0,0,0,0,0,0.00689655172413793,0,0.00689655172413793,0.0620689655172414,0.0620689655172414,0.00689655172413793,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16551724137931,0.896551724137931,0.0827586206896552,0.193103448275862,0.896551724137931,10,7,NA,179
"12","27002800",NA,2024-06-12,2024,6,164,0.032,0.32,0.208,0,0,0,0,0,0.048,0.008,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0.56,0,0.304,0.56,6,5,NA,318
"13","27002800",NA,2024-08-12,2024,8,225,0.056,0,0.216,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376,0.304,0,0.376,0.304,4,4,NA,319
"14","27002800",NA,2025-06-10,2025,6,161,0.064,0.056,0.136,0,0,0.016,0,0,0.032,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.232,0,0.264,0.232,6,5,NA,320
"15","27002800",NA,2025-08-12,2025,8,224,0.088,0,0.096,0,0,0,0,0,0.024,0,0,0.032,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.184,0.032,0.24,0.184,5,4,NA,321
"16","27003400",NA,2021-07-22,2021,7,203,0,0.0175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0.0175438596491228,0,0,0.0175438596491228,1,0,NA,337
"17","27004400",NA,2024-04-05,2024,4,96,0,0.06,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0.96,0,0.96,0.96,2,1,NA,376
"18","27004400",NA,2024-04-08,2024,4,99,0,0.02,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.89,0,0.89,0.89,2,1,NA,377
"19","27004500",NA,2023-05-13,2023,5,133,0,0.4453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4453125,0.4453125,0,0,0.4453125,1,0,NA,384
"20","27004500",NA,2024-04-05,2024,4,96,0,0.65625,0.0078125,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6953125,0.6640625,0,0.0390625,0.6640625,3,2,NA,385
"21","27004800","hyland",2022-04-08,2022,4,98,0.0087719298245614,0.745614035087719,0,0,0,0,0,0,0,0.175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12280701754386,0.815789473684211,0,0.37719298245614,0.815789473684211,5,4,83.91,390
"22","27004800",NA,2020-04-17,2020,4,108,0.0887096774193548,0.145161290322581,0.0645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362903225806452,0.266129032258065,0,0.217741935483871,0.266129032258065,4,3,83.91,405
"23","27004800",NA,2020-06-04,2020,6,156,0.0655737704918033,0.418032786885246,0,0,0,0,0,0,0,0.0245901639344262,0,0,0,0.565573770491803,0,0,0.040983606557377,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040983606557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17213114754098,0.713114754098361,0,0.754098360655738,0.713114754098361,7,6,83.91,406
"24","27005500",NA,2024-04-13,2024,4,104,0.0526315789473684,0.189473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284210526315789,0.231578947368421,0,0.0947368421052632,0.231578947368421,3,2,NA,413
"25","27005700",NA,2023-06-19,2023,6,170,0.0181818181818182,0,0,0,0,0,0,0,0,0.145454545454545,0,0,0,0.145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345454545454545,0.309090909090909,0,0.345454545454545,0.309090909090909,4,4,NA,417
"26","27005700",NA,2023-08-14,2023,8,226,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.160714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0.5,0,0.571428571428571,0.5,3,3,NA,418
"27","27005700",NA,2024-06-24,2024,6,176,0.0727272727272727,0.636363636363636,0,0,0.0181818181818182,0,0.0181818181818182,0,0.0363636363636364,0.0363636363636364,0,0,0,0.945454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23636363636364,1,0,1.6,1,8,7,NA,419
"28","27005700",NA,2024-08-29,2024,8,242,0.296296296296296,0.12962962962963,0,0,0.759259259259259,0,0.0185185185185185,0,0.0740740740740741,0.222222222222222,0,0,0,0.388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88888888888889,0.944444444444444,0,1.75925925925926,0.944444444444444,7,6,NA,420
"29","27009000",NA,2024-06-12,2024,6,164,0.230769230769231,0,0.817307692307692,0,0,0.00961538461538462,0.00961538461538462,0,0.0192307692307692,0,0,0,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09615384615385,0.826923076923077,0,1.09615384615385,0.826923076923077,6,6,NA,478
"30","27009000",NA,2024-08-12,2024,8,225,0.182692307692308,0,0.346153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538461538,0.384615384615385,0,0.538461538461538,0.384615384615385,3,3,NA,479
"31","27009000",NA,2025-06-10,2025,6,161,0.0192307692307692,0.00961538461538462,0.201923076923077,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.201923076923077,0,0.240384615384615,0.201923076923077,4,3,NA,480
"32","27009000",NA,2025-08-12,2025,8,224,0,0,0.201923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201923076923077,0.201923076923077,0,0.201923076923077,0.201923076923077,1,1,NA,481
"33","27009800",NA,2023-08-21,2023,8,233,0.550561797752809,0,0.0112359550561798,0.0337078651685393,0.0112359550561798,0,0,0,0,0.0337078651685393,0,0,0,0.168539325842697,0,0.0449438202247191,0,0,0,0,0,0,0,0,0,0,0.0224719101123595,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887640449438202,0.662921348314607,0,0.887640449438202,0.662921348314607,9,9,149.28,493
"34","27010400","medicine",2022-04-29,2022,4,119,0.491803278688525,0.53551912568306,0,0.00546448087431694,0,0,0,0.00546448087431694,0,0.0710382513661202,0,0.218579234972678,0.0163934426229508,0,0,0,0,0,0,0,0.0983606557377049,0,0,0,0,0.00546448087431694,0,0,0.0109289617486339,0,0,0,0.153005464480874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6120218579235,0.830601092896175,0.218579234972678,0.85792349726776,0.830601092896175,11,9,434.53,513
"35","27012500",NA,2020-06-03,2020,6,155,0.161904761904762,0.514285714285714,0,0,0,0,0,0,0.00952380952380952,0.104761904761905,0,0,0,0,0,0,0,0.0380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0.257142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0952380952381,0.79047619047619,0,0.580952380952381,0.79047619047619,7,6,405.02,567
"36","27027500",NA,2021-05-02,2021,5,122,0,0.225,0.375,0,0,0,0.125,0,0,0,0.025,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.75,0,1.375,0.75,7,6,NA,714
"37","27027500",NA,2023-05-13,2023,5,133,0,0,0.25,0,0,0,0.225,0,0,0.025,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.8,0,1.3,0.8,6,6,NA,715
