"","Lake.ID","Year","Lake.x","Trt","YrsTrt","PrevAUGSecchi","Snow","APRMAYPcri","JUNPcri","DIFF.4.6","County","Lake.area.acre","Proportion.littoral","Max.depth","Acres_Chem","litt.ac","perc.lit.chem","Ice_off","lag0_before","lag0_after","acres_lag0_before","acres_lag0_after","date_lag0_before","date_lag0_after","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8"
"13","10000200",2020,"Riley",1,3,2.02,4.7,0.3,NA,NA,NA,110.083,0.3718,49,16,110.08,14.5348837209302,95.1242262032733,1,0,16,NA,2020-05-01,NA,0,1,1,0,0,0,0,0
"14","10000200",2022,"Riley",1,5,4.5,3.8,NA,0.29,NA,NA,110.083,0.3718,49,16.7,110.08,15.1707848837209,107.938045145296,1,0,16.7,NA,2022-05-01,NA,1,1,0,1,1,0,0,0
"15","10000200",2022,"Riley",1,5,4.5,3.8,NA,0.29,NA,NA,110.083,0.3718,49,16.7,110.08,15.1707848837209,107.938045145296,1,0,16.7,NA,2022-05-01,NA,1,1,0,1,1,0,0,0
"16","10000200",2023,"Riley",1,6,3.9,7.7,0.26,0.29,0.03,NA,110.083,0.3718,49,9,110.08,8.17587209302326,108.126882230518,1,0,9,NA,2023-05-17,NA,1,1,1,0,1,1,0,0
"17","10000200",2023,"Riley",1,6,3.9,7.7,0.26,0.29,0.03,NA,110.083,0.3718,49,9,110.08,8.17587209302326,108.126882230518,1,0,9,NA,2023-05-17,NA,1,1,1,0,1,1,0,0
"18","10000200",2023,"Riley",1,6,3.9,7.7,0.26,0.29,0.03,NA,110.083,0.3718,49,9,110.08,8.17587209302326,108.126882230518,1,0,9,NA,2023-05-17,NA,1,1,1,0,1,1,0,0
"19","10000900",2025,"Minnewashta",1,9,2.64,1.2,NA,NA,NA,NA,337.891,0.5021,70,50.1,337.89,14.8273106632336,89.2533497538393,1,0,50.1,NA,2025-05-09,NA,1,1,1,1,1,1,1,1
"20","10001300",2017,"Susan",1,1,0.37,1.3,0.19,0.03,-0.16,NA,71.994,0.815,17,9,71.99,12.5017363522712,80.2054640044413,1,0,9,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"21","10001300",2018,"Susan",1,2,0.52,3.1,NA,0.07,NA,NA,71.994,0.815,17,7.73,71.99,10.737602444784,112.288283837372,1,0,7.73,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"22","10001300",2020,"Susan",0,2,0.65,4.7,0.45,0.25,-0.2,NA,71.994,0.815,17,NA,71.99,NA,94.2655198361276,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0
"23","10001300",2020,"Susan",0,2,0.65,4.7,0.45,0.25,-0.2,NA,71.994,0.815,17,NA,71.99,NA,94.2655198361276,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0
"24","10001300",2020,"Susan",0,2,0.65,4.7,0.45,0.25,-0.2,NA,71.994,0.815,17,NA,71.99,NA,94.2655198361276,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0
"25","10001300",2022,"Susan",1,4,NA,3.8,NA,0.26,NA,NA,71.994,0.815,17,8.25,71.99,11.4599249895819,107.07933877815,1,0,8.25,NA,2022-05-01,NA,1,0,0,1,1,0,0,0
"26","10001300",2022,"Susan",1,4,NA,3.8,NA,0.26,NA,NA,71.994,0.815,17,8.25,71.99,11.4599249895819,107.07933877815,1,0,8.25,NA,2022-05-01,NA,1,0,0,1,1,0,0,0
"27","10001300",2023,"Susan",1,5,0.62,7.7,0.23,0.12,-0.11,NA,71.994,0.815,17,5.35,71.99,7.43158772051674,107.268175863372,0,1,NA,5.35,NA,2023-05-17,1,1,0,0,1,1,0,0
"28","10001300",2023,"Susan",1,5,0.62,7.7,0.23,0.12,-0.11,NA,71.994,0.815,17,5.35,71.99,7.43158772051674,107.268175863372,1,0,5.35,NA,2023-05-17,NA,1,1,0,0,1,1,0,0
"29","10001300",2023,"Susan",1,5,0.62,7.7,0.23,0.12,-0.11,NA,71.994,0.815,17,5.35,71.99,7.43158772051674,107.268175863372,1,0,5.35,NA,2023-05-17,NA,1,1,0,0,1,1,0,0
"30","13002700",2025,"South Center",1,7,0.72,1.2,NA,0.85,NA,NA,544.508,0.6548,105.3000031,7.01,544.51,1.28739600741951,92.76366302199,1,0,7.01,NA,2025-05-14,NA,1,1,0,0,1,1,1,1
"31","13002700",2025,"South Center",1,7,0.72,1.2,NA,0.85,NA,NA,544.508,0.6548,105.3000031,7.01,544.51,1.28739600741951,92.76366302199,1,0,7.01,NA,2025-05-14,NA,1,1,0,0,1,1,1,1
"32","13002700",2018,"South Center",1,2,1.12,3.1,NA,NA,NA,NA,544.508,0.6548,105.3000031,8,544.51,1.46921085012213,117.415172608863,1,0,8,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"33","13002700",2023,"South Center",1,5,1.37,7.7,NA,NA,NA,NA,544.508,0.6548,105.3000031,26.84,544.51,4.92920240215974,112.395064634863,1,0,26.84,NA,2023-05-23,NA,0,0,1,1,1,1,0,0
"34","13002800",2021,"South Lindstrom",0,2,1.2,4.4,NA,NA,NA,NA,261.419,0.4767,33.90000153,NA,261.42,NA,86.8943189497936,0,0,NA,NA,NA,NA,0,0,1,1,0,0,0,0
"35","13003200",2025,"North Center",1,7,NA,1.2,NA,0.88,NA,NA,749.26,0.8114673144,NA,7,608,1.15131578947368,91.4862387070748,1,0,7,NA,2025-05-14,NA,1,1,0,0,1,1,1,1
"36","18035200",2017,"Ossawinnamakee",1,1,6.83,1.3,NA,NA,NA,NA,259.431,0.3756,62.90000153,8,259.43,3.08368345989284,93.067658166008,1,0,8,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"37","27002800",2017,NA,1,1,NA,1.3,1,0.01,-0.99,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,2017-05-01,0,0,0,0,0,0,0,0
"38","27002800",2017,NA,1,1,NA,1.3,1,0.01,-0.99,NA,NA,NA,6.5,7.4,NA,NA,NA,1,0,7.4,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"39","27002800",2018,NA,1,2,NA,3.1,0.97,NA,NA,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,2018-06-01,1,0,0,0,0,0,0,0
"40","27002800",2020,NA,1,4,NA,4.7,0.37,NA,NA,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,2020-05-01,1,1,1,0,0,0,0,0
"41","27002800",2021,NA,1,5,NA,4.4,0.38,NA,NA,NA,NA,NA,6.5,7.4,NA,NA,NA,0,1,NA,7.4,NA,2021-05-01,1,1,1,1,0,0,0,0
"42","27002800",2022,NA,1,6,NA,3.8,0.12,0.04,-0.08,NA,NA,NA,6.5,4.6,NA,NA,NA,1,0,4.6,NA,2022-05-01,NA,1,1,1,1,1,0,0,0
"43","27002800",2022,NA,1,6,NA,3.8,0.12,0.04,-0.08,NA,NA,NA,6.5,4.6,NA,NA,NA,1,0,4.6,NA,2022-05-01,NA,1,1,1,1,1,0,0,0
"44","27002800",2023,NA,0,6,NA,7.7,0.05,0.54,0.49,NA,NA,NA,6.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0
"45","27002800",2023,NA,0,6,NA,7.7,0.05,0.54,0.49,NA,NA,NA,6.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0
"46","27002800",2023,NA,0,6,NA,7.7,0.05,0.54,0.49,NA,NA,NA,6.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0
"47","27002800",2024,NA,1,7,NA,0.6,NA,0.32,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,2024-04-18,NA,0,1,1,1,1,1,1,0
"48","27002800",2024,NA,1,7,NA,0.6,NA,0.32,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,2024-04-18,NA,0,1,1,1,1,1,1,0
"49","27002800",2025,NA,1,8,NA,1.2,NA,0.06,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,2025-04-30,NA,1,0,1,1,1,1,1,1
"50","27002800",2025,NA,1,8,NA,1.2,NA,0.06,NA,NA,NA,NA,6.5,49.9,NA,NA,NA,1,0,49.9,NA,2025-04-30,NA,1,0,1,1,1,1,1,1
"51","27003400",2018,"Crystal",0,1,NA,3.1,0.02,NA,NA,NA,79.12,0.6699,39,NA,53,NA,111.998953351022,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"52","27003400",2018,"Crystal",0,1,NA,3.1,0.02,NA,NA,NA,79.12,0.6699,39,NA,53,NA,111.998953351022,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"53","27003400",2020,"Crystal",0,2,1,4.7,NA,0.04,NA,NA,79.12,0.6699,39,NA,53,NA,93.9761893497779,0,0,NA,NA,NA,NA,1,0,1,0,0,0,0,0
"54","27003400",2020,"Crystal",0,2,1,4.7,NA,0.04,NA,NA,79.12,0.6699,39,NA,53,NA,93.9761893497779,0,0,NA,NA,NA,NA,1,0,1,0,0,0,0,0
"55","27003400",2021,"Crystal",1,3,1.01,4.4,NA,NA,NA,NA,79.12,0.6699,39,5.1,53,9.62264150943396,82.5159885417394,1,0,5.1,NA,2021-05-10,NA,0,1,0,1,0,0,0,0
"56","27004400",2020,NA,1,2,NA,4.7,0.71,NA,NA,NA,NA,NA,NA,2.1,NA,NA,94.398579203372,0,1,NA,2.1,NA,2020-05-01,1,0,0,0,0,0,0,0
"57","27004400",2023,NA,0,4,NA,7.7,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.401235230616,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0
"58","27004400",2024,NA,1,5,NA,0.6,0.06,NA,NA,NA,NA,NA,NA,0.87,NA,NA,67.3507019563762,0,1,NA,0.87,NA,2024-04-25,0,1,1,1,1,0,0,0
"59","27004400",2024,NA,1,5,NA,0.6,0.06,NA,NA,NA,NA,NA,NA,0.87,NA,NA,67.3507019563762,0,1,NA,0.87,NA,2024-04-25,0,1,1,1,1,0,0,0
"60","27004500",2017,NA,1,1,NA,1.3,1,NA,NA,NA,NA,NA,7,3,NA,NA,NA,0,1,NA,3,NA,2017-05-01,0,0,0,0,0,0,0,0
"61","27004500",2018,NA,1,2,NA,3.1,0.93,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,2018-06-01,1,0,0,0,0,0,0,0
"62","27004500",2020,NA,1,4,NA,4.7,0.28,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,2020-05-01,1,1,1,0,0,0,0,0
"63","27004500",2023,NA,1,7,NA,7.7,0.45,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,2023-05-24,1,1,1,1,1,1,0,0
"64","27004500",2024,NA,1,8,NA,0.6,0.66,NA,NA,NA,NA,NA,7,2,NA,NA,NA,0,1,NA,2,NA,2024-04-25,1,1,1,1,1,1,1,0
"65","27004800",2017,"Hyland",1,1,0.6,1.3,0.15,NA,NA,NA,83.913,0.995,11.5,31.1,83.91,37.0635204385651,NA,1,0,31.1,NA,2017-04-01,NA,0,0,0,0,0,0,0,0
"66","27004800",2017,"Hyland",1,1,0.6,1.3,0.15,NA,NA,NA,83.913,0.995,11.5,31.1,83.91,37.0635204385651,NA,1,0,31.1,NA,2017-04-01,NA,0,0,0,0,0,0,0,0
"67","27004800",2018,"Hyland",0,1,0.5,3.1,0.01,0.06,0.05,NA,83.913,0.995,11.5,NA,83.91,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"68","27004800",2018,"Hyland",0,1,0.5,3.1,0.01,0.06,0.05,NA,83.913,0.995,11.5,NA,83.91,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"69","27004800",2018,"Hyland",0,1,0.5,3.1,0.01,0.06,0.05,NA,83.913,0.995,11.5,NA,83.91,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"70","27004800",2019,"Hyland",1,2,0.58,5.5,0.2,0.2,0,NA,83.913,0.995,11.5,19,83.91,22.6433083065189,NA,0,1,NA,19,NA,2019-05-01,0,1,0,0,0,0,0,0
"71","27004800",2019,"Hyland",1,2,0.58,5.5,0.2,0.2,0,NA,83.913,0.995,11.5,19,83.91,22.6433083065189,NA,1,0,19,NA,2019-05-01,NA,0,1,0,0,0,0,0,0
"72","27004800",2019,"Hyland",1,2,0.58,5.5,0.2,0.2,0,NA,83.913,0.995,11.5,19,83.91,22.6433083065189,NA,1,0,19,NA,2019-05-01,NA,0,1,0,0,0,0,0,0
"73","27004800",2020,"Hyland",1,3,0.7,4.7,0.15,0.42,0.27,NA,83.913,0.995,11.5,9,83.91,10.7257776188774,NA,0,1,NA,9,NA,2020-04-30,1,0,1,0,0,0,0,0
"74","27004800",2020,"Hyland",1,3,0.7,4.7,0.15,0.42,0.27,NA,83.913,0.995,11.5,9,83.91,10.7257776188774,NA,1,0,9,NA,2020-04-30,NA,1,0,1,0,0,0,0,0
"75","27005500",2018,NA,1,1,0.7,3.1,0.08,NA,NA,NA,NA,NA,NA,3.2,NA,NA,111.908289239751,0,1,NA,3.2,NA,2018-06-01,0,0,0,0,0,0,0,0
"76","27005500",2021,NA,0,3,NA,4.4,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4253244304683,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,0
"77","27005500",2023,NA,0,4,NA,7.7,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.888181265751,0,0,NA,NA,NA,NA,1,0,1,1,1,0,0,0
"78","27005500",2024,NA,1,5,NA,0.6,0.19,NA,NA,NA,NA,NA,NA,3.16,NA,NA,66.837647991511,0,1,NA,3.16,NA,2024-04-25,0,1,0,1,1,1,0,0
"79","27005700",2023,NA,1,1,1.5,7.7,NA,0,NA,NA,NA,NA,NA,5.91,NA,NA,106.46271460283,1,0,5.91,NA,2023-05-24,NA,0,0,0,0,0,0,0,0
"80","27005700",2023,NA,1,1,1.5,7.7,NA,0,NA,NA,NA,NA,NA,5.91,NA,NA,106.46271460283,1,0,5.91,NA,2023-05-24,NA,0,0,0,0,0,0,0,0
"81","27005700",2024,NA,0,1,NA,0.6,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,66.4121813285897,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"82","27005700",2024,NA,0,1,NA,0.6,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,66.4121813285897,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"83","27007600",2018,"Red Rock",1,2,NA,3.1,NA,NA,NA,NA,96.611,0.9958,16,13,96.61,13.4561639581824,111.670256715966,1,0,13,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"84","27007600",2021,"Red Rock",1,5,0.5,4.4,NA,NA,NA,NA,96.611,0.9958,16,13.04,96.61,13.4975675395922,82.1872919066836,1,0,13.04,NA,2021-05-01,NA,1,1,1,1,0,0,0,0
"85","27007800",2017,"Staring",1,1,0.67,1.3,NA,0.22,NA,NA,156.217,0.9505,16,40,156.22,25.6049161438996,NA,1,0,40,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"86","27007800",2017,"Staring",1,1,0.67,1.3,NA,0.22,NA,NA,156.217,0.9505,16,40,156.22,25.6049161438996,NA,1,0,40,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"87","27007800",2017,"Staring",1,1,0.67,1.3,NA,0.22,NA,NA,156.217,0.9505,16,40,156.22,25.6049161438996,NA,1,0,40,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"88","27007800",2018,"Staring",0,1,0.92,3.1,NA,NA,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0
"89","27007800",2019,"Staring",0,1,NA,5.5,NA,0.12,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
"90","27007800",2019,"Staring",0,1,NA,5.5,NA,0.12,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
"91","27007800",2019,"Staring",0,1,NA,5.5,NA,0.12,NA,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
"92","27007800",2023,"Staring",0,1,0.55,7.7,0.16,0.2,0.04,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0
"93","27007800",2023,"Staring",0,1,0.55,7.7,0.16,0.2,0.04,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0
"94","27007800",2023,"Staring",0,1,0.55,7.7,0.16,0.2,0.04,NA,156.217,0.9505,16,NA,156.22,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,1,0,0
"95","27009000",2024,"Holiday",1,1,NA,0.6,NA,0,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,2024-04-19,NA,0,0,0,0,0,0,0,0
"96","27009000",2024,"Holiday",1,1,NA,0.6,NA,0,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,2024-04-19,NA,0,0,0,0,0,0,0,0
"97","27009000",2025,"Holiday",1,2,NA,1.2,NA,0.01,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,2025-04-30,NA,1,0,0,0,0,0,0,0
"98","27009000",2025,"Holiday",1,2,NA,1.2,NA,0.01,NA,NA,8,1,NA,4.2,8,52.5,NA,1,0,4.2,NA,2025-04-30,NA,1,0,0,0,0,0,0,0
"99","27009800",2018,"Bass",1,3,0.6,3.1,0.5,NA,NA,NA,149.282,0.8149,31,12.3,149.28,8.2395498392283,112.441824324761,1,0,12.3,NA,2018-05-01,NA,1,1,0,0,0,0,0,0
"100","27009800",2019,"Bass",1,4,0.64,5.5,NA,NA,NA,NA,149.282,0.8149,31,20.4,149.28,13.6655948553055,100.575017119803,1,0,20.4,NA,2019-05-01,NA,1,1,1,0,0,0,0,0
"101","27009800",2021,"Bass",1,6,0.75,4.4,0.64,NA,NA,NA,149.282,0.8149,31,18.02,149.28,12.0712754555198,82.9588595154784,0,1,NA,18.02,NA,2021-06-01,1,1,1,1,1,0,0,0
"102","27009800",2021,"Bass",1,6,0.75,4.4,0.64,NA,NA,NA,149.282,0.8149,31,18.02,149.28,12.0712754555198,82.9588595154784,1,0,18.02,NA,2021-06-01,NA,1,1,1,1,1,0,0,0
"103","27009800",2023,"Bass",1,8,0.95,7.7,NA,0.02,NA,NA,149.282,0.8149,31,18.66,149.28,12.5,107.421716350761,1,0,18.66,NA,2023-05-24,NA,1,1,1,1,1,1,1,0
"104","27010300",2022,NA,0,4,NA,3.8,NA,0.25,NA,NA,NA,NA,6,NA,NA,NA,105.428982104909,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0
"105","27010300",2022,NA,0,4,NA,3.8,NA,0.25,NA,NA,NA,NA,6,NA,NA,NA,105.428982104909,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0
"106","27010400",2022,"Medicine",1,6,1.81,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,119.5,434.53,27.5009780682577,109.400622710714,0,1,NA,119.5,NA,2022-05-16,1,1,1,1,1,0,0,0
"107","27010400",2017,"Medicine",1,1,0.83,1.3,0.43,0.46,0.03,NA,434.53,0.4674,47.59999847,45,434.53,10.3560168457874,82.5267479370054,1,0,45,NA,2017-04-01,NA,0,0,0,0,0,0,0,0
"108","27010400",2017,"Medicine",1,1,0.83,1.3,0.43,0.46,0.03,NA,434.53,0.4674,47.59999847,45,434.53,10.3560168457874,82.5267479370054,1,0,45,NA,2017-04-01,NA,0,0,0,0,0,0,0,0
"109","27010400",2018,"Medicine",1,2,1.2,3.1,0.29,0.14,-0.15,NA,434.53,0.4674,47.59999847,35.8,434.53,8.23878673509309,114.609567769936,1,0,35.8,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"110","27010400",2018,"Medicine",1,2,1.2,3.1,0.29,0.14,-0.15,NA,434.53,0.4674,47.59999847,35.8,434.53,8.23878673509309,114.609567769936,1,0,35.8,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"111","27010400",2019,"Medicine",1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.407727889904,102.742760564978,0,1,NA,49.57,NA,2019-05-01,1,1,0,0,0,0,0,0
"112","27010400",2019,"Medicine",1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.407727889904,102.742760564978,1,0,49.57,NA,2019-05-01,NA,1,1,0,0,0,0,0,0
"113","27010400",2019,"Medicine",1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.407727889904,102.742760564978,1,0,49.57,NA,2019-05-01,NA,1,1,0,0,0,0,0,0
"114","27010400",2020,"Medicine",1,4,0.85,4.7,NA,0.69,NA,NA,434.53,0.4674,47.59999847,49.4,434.53,11.3686051595977,96.5868037686918,1,0,49.4,NA,2020-05-01,NA,1,1,1,0,0,0,0,0
"115","27012500",2018,"Diamond",1,2,0.55,3.1,NA,0.11,NA,NA,405.015,0.9992,8,60,405.02,14.8140832551479,NA,1,0,60,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"116","27012500",2018,"Diamond",1,2,0.55,3.1,NA,0.11,NA,NA,405.015,0.9992,8,60,405.02,14.8140832551479,NA,1,0,60,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"117","27012500",2019,"Diamond",1,3,0.45,5.5,NA,0.36,NA,NA,405.015,0.9992,8,405,405.02,99.9950619722483,NA,1,0,405,NA,2019-05-01,NA,1,1,0,0,0,0,0,0
"118","27012500",2019,"Diamond",1,3,0.45,5.5,NA,0.36,NA,NA,405.015,0.9992,8,405,405.02,99.9950619722483,NA,1,0,405,NA,2019-05-01,NA,1,1,0,0,0,0,0,0
"119","27012500",2020,"Diamond",1,4,0.65,4.7,NA,0.51,NA,NA,405.015,0.9992,8,405,405.02,99.9950619722483,NA,1,0,405,NA,2020-04-13,NA,1,1,1,0,0,0,0,0
"120","27019100",2017,"Sarah",1,1,NA,1.3,NA,0.15,NA,NA,557.23,0.6694,59,260,373,69.7050938337802,82.90832173428,1,0,260,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"121","27019100",2017,"Sarah",1,1,NA,1.3,NA,0.15,NA,NA,557.23,0.6694,59,260,373,69.7050938337802,82.90832173428,1,0,260,NA,2017-05-01,NA,0,0,0,0,0,0,0,0
"122","27019100",2018,"Sarah",1,2,NA,3.1,NA,0.04,NA,NA,557.23,0.6694,59,114.5,373,30.6970509383378,114.991141567211,1,0,114.5,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"123","27019100",2018,"Sarah",1,2,NA,3.1,NA,0.04,NA,NA,557.23,0.6694,59,114.5,373,30.6970509383378,114.991141567211,1,0,114.5,NA,2018-05-01,NA,1,0,0,0,0,0,0,0
"124","27019100",2019,"Sarah",1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815013405,103.124334362252,1,0,108.6,NA,2019-05-01,NA,1,1,0,0,0,0,0,0
"125","27019100",2019,"Sarah",1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815013405,103.124334362252,1,0,108.6,NA,2019-05-01,NA,1,1,0,0,0,0,0,0
"126","27019100",2019,"Sarah",1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815013405,103.124334362252,1,0,108.6,NA,2019-05-01,NA,1,1,0,0,0,0,0,0
"127","27027500",2021,NA,1,1,1.1,4.4,0.22,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,0,1,NA,1.28,NA,2021-05-14,0,0,0,0,0,0,0,0
"128","27027500",2023,NA,0,1,1.37,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0
"129","27027500",2025,NA,1,2,0.87,1.2,0.4,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,0,1,NA,3.5,NA,2025-05-02,0,0,0,1,0,0,0,0
"130","27066900",2021,NA,0,2,NA,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0
"131","27066900",2023,NA,0,3,NA,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,1,1,0,0,0,0
