"","survey_id","DOW","lake_name","SURVEY_START","year","month","doy","ceratophyllum_demersum","potamogeton_crispus","elodea_canadensis","heteranthera_dubia","najas_sp","potamogeton_foliosus","potamogeton_zosteriformis","ranunculus_aquatilis","stuckenia_pectinata","chara_sp","eleocharis_acicularis","myriophyllum_spicatum","myriophyllum_sibiricum","potamogeton_pusillus","potamogeton_richardsonii","vallisneria_americana","potamogeton_nodosus","zannichellia_palustris","potamogeton_praelongus","potamogeton_amplifolius","elodea_sp","potamogeton_robbinsii","myriophyllum_spicatum_x_sibiricum","nitella_sp","myriophyllum_sp","potamogeton_illinoensis","utricularia_vulgaris","najas_flexilis","potamogeton_friesii","aquatic_moss","potamogeton_gramineus","utricularia_gibba","najas_guadalupensis","lychnothamnus_barbatus","ceratophyllum_echinatum","utricularia_minor","utricularia_macrorhiza","elodea_nuttallii","najas_gracillima","potamogeton_obtusifolius","potamogeton_sp","potamogeton_epihydrus","utricularia_sp","potamogeton_strictifolius","nitellopsis_obtusa","fontinalis_sp","tolypella_intricata","chara_globularis","nitella_flexilis","veronica_catenata","utricularia_intermedia","bidens_beckii","myriophyllum_alterniflorum","hippuris_vulgaris","isoetes_echinospora","stuckenia_filiformis","nitella_mucronata","potamogeton_perfoliatus","potamogeton_pulcher","drepanocladus_sp","najas_minor","nitella_furcata","juncus_pelocarpus","nitella_tenuissima","ranunculus_sp","myriophyllum_verticillatum","najas_marina","stuckenia_vaginata","fontinalis_antipyretica","potamogeton_alpinus","ranunculus_flabellaris","chara_contraria","chara_braunii","ranunculus_flammula","nitella_macounii","isoetes_lacustris","lobelia_dortmanna","myriophyllum_tenellum","utricularia_geminiscapa","potamogeton_spirillus","callitriche_sp","ceratophyllum_sp","chara_canescens","characeae_taxa","drepanocladus_aduncus","elatine_sp","elatine_minima","eleocharis_sp","eleocharis_robbinsii","eriocaulon_aquaticum","fontinalis_sullivantii","isoetes_sp","littorella_uniflora","myriophyllum_farwellii","nitellopsis_sp","potamogeton_bicupulatus","potamogeton_diversifolius","potamogeton_hillii","potamogeton_vaseyi","ruppia_cirrhosa","schoenoplectus_subterminalis","scorpidium_scorpioides","stuckenia_sp","utricularia_purpurea","veronica_americana","heteranthera_sp","vallisneria_sp","taxa_rich","vegetated","EWM","native_rich","native_vegetated","survey_taxa_rich","survey_native_rich","LK_LZACRES"
"11",11,"01008500","twenty",2010-06-29,2010,6,180,0.530612244897959,0,0.408163265306122,0,0,0,0.755102040816326,0,0,0.0204081632653061,0,0,0.122448979591837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22448979591837,1,0,2.22448979591837,1,7,7,NA
"12",12,"01008600","deer",2009-07-01,2009,7,182,0.113207547169811,0,0.132075471698113,0,0,0,0.30188679245283,0,0.150943396226415,0,0,0,0,0,0,0.207547169811321,0,0,0.245283018867925,0.113207547169811,0,0,0,0,0,0,0.0566037735849057,0,0,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35849056603774,0.622641509433962,0,1.35849056603774,0.622641509433962,9,9,NA
"13",13,"01008900","long",2003-07-01,2003,7,182,0.214285714285714,0.0446428571428571,0.0714285714285714,0.0357142857142857,0.125,0,0.25,0,0,0.214285714285714,0.0446428571428571,0,0.214285714285714,0,0.133928571428571,0.0357142857142857,0,0,0.0892857142857143,0.160714285714286,0,0.446428571428571,0,0,0,0.0714285714285714,0,0.0714285714285714,0,0,0.321428571428571,0,0,0,0,0,0,0,0,0,0.178571428571429,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0.982142857142857,0,2.83035714285714,0.982142857142857,23,22,129.39
"14",14,"01009200","swamp",2002-06-10,2002,6,161,0,0,0,0,0,0,0,0,0,0.0166666666666667,0,0,0.116666666666667,0,0,0.0333333333333333,0,0,0.15,0.266666666666667,0,0.116666666666667,0,0,0,0,0,0.466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16666666666667,0.766666666666667,0,1.16666666666667,0.766666666666667,7,7,NA
"15",15,"01009200","swamp",2006-07-12,2006,7,193,0,0,0,0.0163934426229508,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0.114754098360656,0,0,0.19672131147541,0.0163934426229508,0.0327868852459016,0.0819672131147541,0,0.180327868852459,0,0,0,0.245901639344262,0,0,0.0163934426229508,0,0,0,0.0491803278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.540983606557377,0,1,0.540983606557377,13,13,NA
"16",16,"01009200","swamp",2009-06-30,2009,6,181,0,0,0.429752066115702,0,0,0,0,0,0,0.00826446280991736,0,0,0,0,0,0.380165289256198,0,0,0,0.487603305785124,0,0.107438016528926,0,0,0,0,0,0.00826446280991736,0,0,0.0826446280991736,0,0,0,0.0991735537190083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05785123966942,0.917355371900826,0,2.05785123966942,0.917355371900826,9,9,NA
"17",17,"01009200","swamp",2014-06-18,2014,6,169,0.0483870967741935,0,0,0,0.774193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129032258064516,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838709677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82258064516129,0.935483870967742,0,1.82258064516129,0.935483870967742,6,6,NA
"18",18,"01009600","dam",2002-06-28,2002,6,179,0.524271844660194,0,0.242718446601942,0.116504854368932,0.00970873786407767,0,0.504854368932039,0,0,0.0679611650485437,0.00970873786407767,0,0.0194174757281553,0,0.145631067961165,0.0194174757281553,0,0,0.203883495145631,0.223300970873786,0,0.213592233009709,0,0,0.184466019417476,0.00970873786407767,0,0.0388349514563107,0,0,0.242718446601942,0,0,0,0,0,0,0,0,0,0.233009708737864,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679611650485437,0,0,0,0.0679611650485437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15533980582524,0.883495145631068,0,3.15533980582524,0.883495145631068,21,21,232.41
"19",19,"01009700","newstrom",2009-07-31,2009,7,212,0.62962962962963,0,0,0,0,0,0.481481481481481,0,0,0,0,0,0,0,0.0185185185185185,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.87037037037037,0,1.5,0.87037037037037,6,6,NA
"20",20,"01009800","camp",2009-07-10,2009,7,191,0.631578947368421,0,0.157894736842105,0,0.210526315789474,0,0.157894736842105,0,0,0.368421052631579,0,0,0,0,0.0175438596491228,0.263157894736842,0,0,0.280701754385965,0.368421052631579,0.0350877192982456,0.105263157894737,0,0,0,0,0.280701754385965,0.175438596491228,0.0701754385964912,0,0.12280701754386,0,0,0,0.0350877192982456,0.105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80701754385965,0.982456140350877,0,3.80701754385965,0.982456140350877,18,18,NA
"21",21,"01010200","wilkins",2012-07-11,2012,7,193,0.357142857142857,0,0.285714285714286,0,0.214285714285714,0,0.642857142857143,0,0.0714285714285714,0,0,0,0.357142857142857,0,0.214285714285714,0,0,0,0.285714285714286,0.142857142857143,0,0.285714285714286,0,0,0,0,0.0714285714285714,0,0,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78571428571429,1,0,3.78571428571429,1,15,15,NA
"22",22,"01010400","french",2012-06-18,2012,6,170,0.523809523809524,0.619047619047619,0,0,0,0,0.285714285714286,0,0.0952380952380952,0.0476190476190476,0,0,0.333333333333333,0,0.0476190476190476,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0.952380952380952,0,1.71428571428571,0.952380952380952,11,10,NA
"23",23,"01010500","fleming",2011-06-08,2011,6,159,0.246753246753247,0.025974025974026,0,0,0,0,0.246753246753247,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.103896103896104,0.012987012987013,0,0,0,0,0,0,0,0,0.025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987013,0,0,0,0,0,0,0,0.051948051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818181818,0.376623376623377,0,0.792207792207792,0.376623376623377,9,8,313.29
"24",24,"01010600","clear",2011-06-29,2011,6,180,0.727272727272727,0,0,0,0,0,0.636363636363636,0,0,0,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36363636363636,0.954545454545455,0,2.36363636363636,0.954545454545455,4,4,NA
"25",25,"01010800","langs",2011-08-05,2011,8,217,0.178571428571429,0,0,0,0,0,0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857142857,0,0,0,0,0,0,0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.535714285714286,0,0.75,0.535714285714286,5,5,NA
"26",26,"01013200","hanson",2012-08-20,2012,8,233,0.655172413793103,0,0.275862068965517,0,0,0,0.689655172413793,0,0,0,0,0,0,0,0.206896551724138,0,0,0,0.103448275862069,0.275862068965517,0,0.275862068965517,0,0,0,0.0689655172413793,0.448275862068966,0,0.0689655172413793,0,0,0,0,0,0,0.172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37931034482759,0.793103448275862,0,3.37931034482759,0.793103448275862,13,13,NA
"27",27,"01013400","sitas",2010-08-26,2010,8,238,0.583333333333333,0,0,0,0,0,0.791666666666667,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1,0,1.75,1,6,6,NA
"28",28,"01014000","moose",2011-06-16,2011,6,167,0.474576271186441,0,0,0,0,0,0,0,0,0.169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0,0,0.389830508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305084745762712,0,0,0,0,0,0,0,0.0847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44067796610169,0.864406779661017,0,1.44067796610169,0.864406779661017,6,6,NA
"29",29,"01014200","hill",2008-08-05,2008,8,218,0.477987421383648,0.119496855345912,0,0,0,0,0.333333333333333,0,0,0.270440251572327,0,0,0.138364779874214,0.00628930817610063,0.113207547169811,0.176100628930818,0,0,0,0,0,0,0,0,0,0,0.0377358490566038,0.0691823899371069,0.283018867924528,0,0.119496855345912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314465408805031,0,0,0,0,0,0,0,0.0566037735849057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23270440251572,0.823899371069182,0,2.11320754716981,0.823899371069182,14,13,NA
"30",30,"01014200","hill",2009-07-01,2009,7,182,0.290780141843972,0.163120567375887,0,0,0,0,0.226950354609929,0,0,0.397163120567376,0,0,0.191489361702128,0,0.177304964539007,0.00709219858156028,0,0,0,0.00709219858156028,0,0,0,0,0,0.0212765957446809,0,0,0.283687943262411,0,0.127659574468085,0,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91489361702128,0.829787234042553,0,1.75177304964539,0.829787234042553,13,12,NA
"31",31,"01014200","hill",2010-05-24,2010,5,144,0.10625,0.075,0,0,0,0,0.01875,0,0,0.0875,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0.01875,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.275,0,0.275,0.275,7,6,NA
"32",32,"01014200","hill",2010-07-01,2010,7,182,0.236686390532544,0.0650887573964497,0,0,0,0,0.201183431952663,0,0,0.337278106508876,0,0,0.177514792899408,0,0.136094674556213,0.0414201183431953,0,0,0,0,0,0,0,0.0118343195266272,0,0.0591715976331361,0.00591715976331361,0,0.21301775147929,0,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0.0118343195266272,0,0,0,0,0,0,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591715976331361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51479289940828,0.72189349112426,0,1.44970414201183,0.72189349112426,15,14,NA
"33",33,"01014200","hill",2011-07-18,2011,7,199,0.415204678362573,0.0584795321637427,0,0,0,0,0.39766081871345,0,0,0.198830409356725,0,0,0.0233918128654971,0,0.187134502923977,0.0760233918128655,0,0,0,0,0,0,0,0,0,0.0409356725146199,0.0526315789473684,0,0.263157894736842,0,0.0233918128654971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233918128654971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76608187134503,0.678362573099415,0,1.70760233918129,0.678362573099415,13,12,NA
