Lake.ID,Lake.x,Year,litt.ac,Lake.area.acre,Proportion.littoral,Max.depth,trt_date_lag0,trt_acres_lag0,cytrt,yutrt,Trt,YrsTrt,Acres_Chem,perc.lit.chem,SURVEY_START,native_rich_mean,native_vegetated,survey_native_rich,nsamp,lag1_APM_acres,lag1_APM_perc_lit,secchi,secchi.e,secchi.sc,secchi.e.sc,phosphorus,phosphorus.e,phosphorus.sc,phosphorus.e.sc,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,APRMAYPcri,JUNPcri,DIFF.4.6,
27009000,Holiday,2024,8,8,1,NA,4/19/2024,4.2,1,0,1,1,4.2,52.5,6/12/2024,1.096153846,0.826923077,6,104,NA,0,0.536,0.825,-1.319790526,-1.248760713,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,
27005700,NA,2023,11,11,NA,NA,5/24/2023,5.91,1,0,1,1,5.91,NA,6/19/2023,0.345454545,0.309090909,4,55,NA,0,1.2325,1.21,-0.527822842,-0.908077055,0.0555,NA,-0.276774405,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,
27005700,NA,2024,11,11,NA,NA,NA,NA,0,1,0,1,0,0,6/24/2024,1.6,0.963636364,7,55,0.03,0.272727273,1.175,1.13,-0.593204237,-0.978868465,0.048,0.067,-0.276945273,-0.287636277,0,1,0,0,0,0,0,0,0,NA,0.64,NA,
27005500,NA,2021,13,13,NA,NA,NA,NA,0,1,0,3,0,0,5/2/2021,0.031578947,0.021052632,2,95,21,161.5384615,1.15,1.77,-0.621630931,-0.41253719,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,0.05,NA,NA,
27005500,NA,2023,13,13,NA,NA,NA,NA,0,1,0,4,0,0,5/13/2023,0.063157895,0.052631579,2,95,NA,0,1.2075,1.22,-0.556249536,-0.899228129,NA,NA,NA,NA,0,1,0,1,1,1,0,0,0,0.05,NA,NA,
27005500,NA,2018,13,13,NA,NA,6/1/2018,3.2,0,9,0,1,0,0,5/13/2018,0.094736842,0.084210526,2,95,NA,0,0.945,1.26,-0.854729819,-0.863832425,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.08,NA,NA,
27005500,NA,2024,13,13,NA,NA,4/25/2024,3.16,0,2,0,5,0,0,4/13/2024,0.094736842,0.094736842,2,95,21,161.5384615,0.972,1.04,-0.82402899,-1.0585088,NA,NA,NA,NA,0,0,1,0,1,1,1,0,0,0.19,NA,NA,
27066900,NA,2021,13,13,NA,NA,NA,NA,0,1,0,3,0,0,5/2/2021,0.031578947,0.021052632,2,95,5.7,43.84615385,1.15,1.77,-0.621630931,-0.41253719,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,0.05,NA,NA,
27004400,NA,2020,16,16,NA,NA,5/1/2020,2.1,0,1,0,2,0,0,4/25/2020,0,0,0,100,6.03,37.6875,1.306,2.115,-0.444248363,-0.107249237,0.104,0.0905,-0.27566946,-0.286608414,0,1,0,0,0,0,0,0,0,0.71,NA,NA,
27004400,NA,2023,16,16,NA,NA,NA,NA,0,1,0,4,0,0,5/13/2023,0.27,0.27,2,100,3,18.75,1.67,2.76,-0.030355704,0.463506501,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0.01,NA,NA,
27004400,NA,2024,16,16,NA,NA,4/25/2024,0.87,0,2,0,5,0,0,4/5/2024,0.89,0.96,1,100,6,37.5,3.712,3.45,2.291536631,1.074082407,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,0.06,NA,NA,
27004400,NA,2024,16,16,NA,NA,4/25/2024,0.87,0,2,0,5,0,0,4/5/2024,0.96,0.96,1,100,6,37.5,3.712,3.45,2.291536631,1.074082407,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,0.06,NA,NA,
27004500,NA,2023,22.03,22.03,NA,7,5/24/2023,2,0,1,0,7,0,0,5/13/2023,0,0,0,128,80.68,366.2278711,1.254,1.59,-0.503375886,-0.571817861,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,0.45,NA,NA,
27004500,NA,2020,22.03,22.03,NA,7,5/1/2020,2,0,1,0,4,0,0,4/25/2020,0.0078125,0.0078125,1,128,36.76,166.8633681,1.44,1.845,-0.291881285,-0.346170243,0.073833333,0.063,-0.276356728,-0.287811232,0,1,1,1,0,0,0,0,0,0.28,NA,NA,
27004500,NA,2018,22.03,22.03,NA,7,6/1/2018,2,0,1,0,2,0,0,5/13/2018,0.015625,0.015625,2,128,23.34,105.9464367,1.24,1.58,-0.519294834,-0.580666787,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.93,NA,NA,
27004500,NA,2024,22.03,22.03,NA,7,4/25/2024,2,0,1,0,8,0,0,4/5/2024,0.0390625,0.03125,2,128,81.96,372.0381298,2.346666667,2.715,0.739060137,0.423686334,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,0.66,NA,NA,
27004500,NA,2017,22.03,22.03,NA,7,5/1/2017,3,0,9,0,1,0,0,4/23/2017,0.046875,0.046875,4,128,24.08,109.3054925,1.8675,1.71,0.194215176,-0.465630747,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,
27010300,NA,2022,22.98,NA,NA,6,NA,NA,0,2,0,4,0,0,6/21/2022,0.698412698,0.547619048,6,126,NA,0,0.8,0.915,-1.019604642,-1.169120378,0.117833333,0.0785,-0.275354304,-0.28713328,0,0,1,1,1,1,0,0,0,NA,0.25,NA,
73008200,Schneider,2022,25.14,25.14,0.462,55,NA,NA,0,2,0,2,0,0,6/21/2022,1.625,0.75,4,8,2.02,8.035003978,2.29,1.785,0.674626298,-0.3992638,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,NA,0.5,NA,
82016200,Shields,2023,25.53,25.53,0.8644,25.89999962,5/22/2023,3.07,0,1,0,5,0,0,4/25/2023,0.4,0.4,1,40,NA,0,2.545,1.78,0.964578573,-0.403688264,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0.55,NA,NA,
27002800,NA,2022,52.63,52.63,NA,6.5,5/1/2022,4.6,6,0,1,6,4.6,NA,5/7/2022,0.088,0.088,2,125,NA,0,0.567,0.755,-1.284541426,-1.310703196,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0.12,0.04,-0.08,
27002800,NA,2020,52.63,52.63,NA,6.5,5/1/2020,7.4,0,1,0,4,0,0,4/18/2020,0.096,0.096,2,125,26,49.40148204,0.66,0.9675,-1.178794126,-1.122663515,0.13,0.1,-0.275077119,-0.286192895,0,1,1,1,0,0,0,0,0,0.37,NA,NA,
27002800,NA,2023,52.63,52.63,NA,6.5,NA,NA,0,1,0,6,0,0,5/13/2023,0.096,0.08,4,250,26.11,49.61048831,0.752,0.97,-1.074183893,-1.120451284,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,0.05,0.54,0.49,
27002800,NA,2018,52.63,52.63,NA,6.5,6/1/2018,7.4,0,1,0,2,0,0,5/13/2018,0.104,0.104,1,125,26,49.40148204,0.68,1.233333333,-1.156052771,-0.887429561,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.97,NA,NA,
27002800,NA,2022,52.63,52.63,NA,6.5,5/1/2022,4.6,6,0,1,6,4.6,NA,6/21/2022,0.144,0.128,5,125,NA,0,0.567,0.755,-1.284541426,-1.310703196,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0.12,0.04,-0.08,
27002800,NA,2023,52.63,52.63,NA,6.5,NA,NA,0,1,0,6,0,0,5/13/2023,0.152,0.08,4,125,26.11,49.61048831,0.752,0.97,-1.074183893,-1.120451284,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,0.05,0.54,0.49,
27002800,NA,2017,52.63,52.63,NA,6.5,5/1/2017,7.4,0,9,0,1,0,0,4/23/2017,0.16,0.104,2,125,33,62.70188106,0.614,0.5125,-1.231099242,-1.525289656,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0.01,-0.99,
27002800,NA,2021,52.63,52.63,NA,6.5,5/1/2021,7.4,0,1,0,5,0,0,4/24/2021,0.176,0.176,2,125,NA,0,0.516,0.76,-1.342531881,-1.306278733,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0.38,NA,NA,
27002800,NA,2017,52.63,52.63,NA,6.5,5/1/2017,7.4,1,0,1,1,7.4,NA,4/23/2017,0.177419355,0.104,2,124,33,62.70188106,0.614,0.5125,-1.231099242,-1.525289656,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.01,-0.99,
27002800,NA,2025,52.63,52.63,NA,6.5,4/30/2025,49.9,2,0,1,8,49.9,NA,6/10/2025,0.264,0.2,5,125,26.07,49.53448603,0.685,0.9,-1.150367432,-1.182393767,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,NA,0.06,NA,
27002800,NA,2024,52.63,52.63,NA,6.5,4/18/2024,49.9,1,0,1,7,49.9,NA,6/12/2024,0.304,0.256,5,125,26.07,49.53448603,0.917,1.205,-0.886567716,-0.912501519,NA,NA,NA,NA,1,0,1,1,1,1,1,1,0,NA,0.32,NA,
27003400,Crystal,2018,53,53,0.6699,39,NA,NA,0,1,0,1,0,0,5/23/2018,0,0,0,46,0.08,0.150943396,1.338,1.975,-0.407862195,-0.231134203,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.02,NA,NA,
27003400,Crystal,2020,53,53,0.6699,39,NA,NA,0,1,0,2,0,0,6/10/2020,0,0,0,57,NA,0,1.388,2.16,-0.351008808,-0.067429069,0.100045455,0.1027,-0.275759554,-0.2860748,0,1,0,1,0,0,0,0,0,NA,0.04,NA,
86026400,NA,2017,58.31,NA,NA,NA,5/1/2017,8.6,0,NA,NA,NA,8.6,14.74875665,4/22/2017,0.018867925,0.018867925,1,106,NA,0,1.27,2.1336,-0.485182802,-0.090790234,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
62005500,Como,2025,65.65,65.65,0.9775,16,4/15/2025,71.3,3,0,1,8,71.3,108.6062452,6/2/2025,0.5,0.5,1,60,NA,0,1.446,2.205,-0.285058879,-0.027608901,0.144325,0.079875,-0.274750761,-0.287073139,1,1,1,0,1,1,1,1,1,NA,0.25,NA,
62005500,Como,2024,65.65,65.65,0.9775,16,4/4/2024,71.3,2,0,1,7,71.3,108.6062452,6/14/2024,0.866666667,0.766666667,4,60,NA,0,1.122,1.485,-0.653468828,-0.664731586,0.108592593,0.078155556,-0.27556483,-0.287148346,1,1,0,1,1,1,1,1,0,NA,0.55,NA,
73008800,Bolfing,2022,67.37,67.37,0.6299,35,5/23/2022,0.3,3,0,1,3,0.3,0.445302063,6/21/2022,0.555555556,0.222222222,4,9,1.21,1.796051655,1.938,2.02,0.274378452,-0.191314035,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,NA,0.22,NA,
10001300,Susan,2023,71.99,71.99,0.815,17,5/17/2023,5.35,3,0,1,5,5.35,7.431587721,6/13/2023,0.167938931,0.145038168,3,131,9.51,13.21016808,1.236,1.475,-0.523843105,-0.673580512,0.142583333,0.127714286,-0.27479044,-0.284980705,1,1,1,0,0,1,1,0,0,0.23,0.12,-0.11,
10001300,Susan,2020,71.99,71.99,0.815,17,NA,NA,0,2,0,2,0,0,5/18/2020,0.25862069,0.329268293,3,116,6.52,9.056813446,1.532,2.64,-0.187271053,0.357319387,0.151692308,0.079666667,-0.274582916,-0.287082252,0,0,1,1,0,0,0,0,0,0.45,0.25,-0.2,
10001300,Susan,2023,71.99,71.99,0.815,17,5/17/2023,5.35,0,1,0,5,0,0,5/15/2023,0.364583333,0.34375,2,96,9.51,13.21016808,1.236,1.475,-0.523843105,-0.673580512,0.142583333,0.127714286,-0.27479044,-0.284980705,0,1,1,0,0,1,1,0,0,0.23,0.12,-0.11,
10001300,Susan,2020,71.99,71.99,0.815,17,NA,NA,0,2,0,2,0,0,5/18/2020,0.37804878,0.329268293,3,82,6.52,9.056813446,1.532,2.64,-0.187271053,0.357319387,0.151692308,0.079666667,-0.274582916,-0.287082252,0,0,1,1,0,0,0,0,0,0.45,0.25,-0.2,
10001300,Susan,2022,71.99,71.99,0.815,17,5/1/2022,8.25,2,0,1,4,8.25,11.45992499,6/28/2022,0.418181818,0.336363636,6,110,9.69,13.46020281,0.95,1.245,-0.84904448,-0.877105814,0.257444444,0.160111111,-0.272173632,-0.283563706,1,1,0,0,1,1,0,0,0,NA,0.26,NA,
10001300,Susan,2017,71.99,71.99,0.815,17,5/1/2017,9,1,0,1,1,9,12.50173635,5/4/2017,0.432098765,0.407407407,3,81,0.33,0.458397,1.2025,1.26,-0.561934874,-0.863832425,0.117121212,0.047166667,-0.275370528,-0.288503764,1,0,0,0,0,0,0,0,0,0.19,0.03,-0.16,
10001300,Susan,2018,71.99,71.99,0.815,17,5/1/2018,7.73,2,0,1,2,7.73,10.73760244,6/21/2018,0.450980392,0.382352941,5,102,0.94,1.305736908,1.868,3.59,0.19478371,1.197967374,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0.07,NA,
10001300,Susan,2017,71.99,71.99,0.815,17,5/1/2017,9,1,0,1,1,9,12.50173635,6/12/2017,0.571428571,0.494505495,5,91,0.33,0.458397,1.2025,1.26,-0.561934874,-0.863832425,0.117121212,0.047166667,-0.275370528,-0.288503764,1,0,0,0,0,0,0,0,0,0.19,0.03,-0.16,
62000600,Kohlman,2024,82.9,82.9,1,11.60000038,4/30/2024,12.4,5,0,1,5,12.4,14.95778046,6/27/2024,1.401785714,0.705357143,9,112,5.93,7.153196622,1.294,1.16,-0.457893176,-0.952321686,0.10056,0.106727273,-0.275747832,-0.285898652,1,1,1,1,1,0,0,0,0,NA,0.29,NA,
62000600,Kohlman,2025,82.9,82.9,1,11.60000038,4/30/2025,15.58,6,0,1,6,15.58,18.79372738,6/23/2025,1.548672566,0.752212389,9,113,4.04,4.873341375,1.846,2.005,0.169768219,-0.204587425,0.059512821,0.056933333,-0.276682984,-0.288076581,1,1,1,1,1,1,0,0,0,NA,0.27,NA,
27004800,Hyland,2018,83.91,83.91,0.995,11.5,NA,NA,0,1,0,1,0,0,5/18/2018,0.177419355,0.177419355,1,124,1.21,1.442021213,1.396,2.115,-0.341912266,-0.107249237,0.077272727,0.065,-0.276278371,-0.287723754,0,1,0,0,0,0,0,0,0,0.01,0.06,0.05,
27004800,Hyland,2020,83.91,83.91,0.995,11.5,4/30/2020,9,0,1,0,3,0,0,4/17/2020,0.217741935,0.185483871,3,124,1.21,1.442021213,2.49,2.975,0.902039847,0.653758414,24.6925,20.68833333,0.284514858,0.614316763,0,1,0,1,0,0,0,0,0,0.15,0.42,0.27,
27004800,Hyland,2019,83.91,83.91,0.995,11.5,5/1/2019,19,0,2,0,2,0,0,4/30/2019,0.288,0.24,3,125,1.21,1.442021213,2.346,2.715,0.738302092,0.423686334,0.03175,0.03,-0.277315486,-0.289254614,0,0,1,0,0,0,0,0,0,0.2,0.2,0,
27004800,Hyland,2018,83.91,83.91,0.995,11.5,NA,NA,0,1,0,1,0,0,6/6/2018,0.298387097,0.233870968,5,124,1.21,1.442021213,1.396,2.115,-0.341912266,-0.107249237,0.077272727,0.065,-0.276278371,-0.287723754,0,1,0,0,0,0,0,0,0,0.01,0.06,0.05,
27004800,Hyland,2017,83.91,83.91,0.995,11.5,4/1/2017,31.1,1,0,1,1,31.1,37.06352044,4/19/2017,0.411290323,0.39516129,2,124,1.21,1.442021213,1.72,2.51,0.026497683,0.242283347,0.067666667,0.043166667,-0.27649722,-0.288678719,1,0,0,0,0,0,0,0,0,0.15,NA,NA,
27004800,Hyland,2019,83.91,83.91,0.995,11.5,5/1/2019,19,1,0,1,2,19,22.64330831,6/11/2019,0.427419355,0.258064516,6,124,1.21,1.442021213,2.346,2.715,0.738302092,0.423686334,0.03175,0.03,-0.277315486,-0.289254614,1,0,1,0,0,0,0,0,0,0.2,0.2,0,
27004800,Hyland,2017,83.91,83.91,0.995,11.5,4/1/2017,31.1,1,0,1,1,31.1,37.06352044,5/22/2017,0.564516129,0.5,3,124,1.21,1.442021213,1.72,2.51,0.026497683,0.242283347,0.067666667,0.043166667,-0.27649722,-0.288678719,1,0,0,0,0,0,0,0,0,0.15,NA,NA,
27004800,Hyland,2020,83.91,83.91,0.995,11.5,4/30/2020,9,2,0,1,3,9,10.72577762,6/4/2020,0.754098361,0.581967213,6,122,1.21,1.442021213,2.49,2.975,0.902039847,0.653758414,24.6925,20.68833333,0.284514858,0.614316763,1,1,0,1,0,0,0,0,0,0.15,0.42,0.27,
82010300,Olson,2025,87.38,87.38,1,14.5,5/13/2025,6.6,1,0,1,1,6.6,7.553215839,6/19/2025,2.324675325,0.974025974,11,77,88.18,100.9155413,4.884,5.06,3.624180028,2.498759521,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,
10000200,Riley,2020,110.08,110.08,0.3718,49,5/1/2020,16,1,0,1,3,16,14.53488372,5/8/2020,0.578313253,0.530120482,6,166,3.75,3.406613372,4.148,4.315,2.787298168,1.839514521,0.030703704,0.048444444,-0.277339324,-0.288447875,1,0,1,1,0,0,0,0,0,0.3,NA,NA,
10000200,Riley,2017,110.08,110.08,0.3718,49,5/1/2017,20,1,0,1,1,20,18.16860465,5/10/2017,0.778378378,0.637837838,3,185,3.68,3.343023256,2.372,3.22,0.767865853,0.870557105,0.05169697,0.031333333,-0.276861047,-0.289196295,1,0,0,0,0,0,0,0,0,0.29,0.22,-0.07,
10000200,Riley,2023,110.08,110.08,0.3718,49,5/17/2023,9,4,0,1,6,9,8.175872093,5/18/2023,0.819767442,0.697674419,5,172,4.59,4.169694767,3.168,3.45,1.672971778,1.074082407,0.033291667,0.023833333,-0.277280364,-0.289524336,1,1,1,1,0,1,1,0,0,0.26,0.29,0.03,
10000200,Riley,2017,110.08,110.08,0.3718,49,5/1/2017,20,1,0,1,1,20,18.16860465,5/10/2017,1.036144578,0.637837838,3,166,3.68,3.343023256,2.372,3.22,0.767865853,0.870557105,0.05169697,0.031333333,-0.276861047,-0.289196295,1,0,0,0,0,0,0,0,0,0.29,0.22,-0.07,
10000200,Riley,2023,110.08,110.08,0.3718,49,5/17/2023,9,4,0,1,6,9,8.175872093,6/19/2023,1.144444444,0.816666667,8,180,4.59,4.169694767,3.168,3.45,1.672971778,1.074082407,0.033291667,0.023833333,-0.277280364,-0.289524336,1,1,1,1,0,1,1,0,0,0.26,0.29,0.03,
10000200,Riley,2022,110.08,110.08,0.3718,49,5/1/2022,16.7,3,0,1,5,16.7,15.17078488,6/21/2022,1.685393258,0.983146067,10,178,5.03,4.56940407,3.574,3.35,2.134621282,0.985593146,0.02996,0.025777778,-0.277356267,-0.289439289,1,1,1,0,1,1,0,0,0,NA,0.29,NA,
27007000,NA,2016,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,4/29/2016,0.486338798,0.409836066,5,183,NA,0,1.275,3.1,-0.479497463,0.764369991,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2017,110.62,NA,NA,NA,5/1/2017,9.5,1,0,NA,NA,9.5,8.587958778,6/9/2017,0.690607735,0.53038674,7,181,NA,0,1.86,2.566666667,0.185687168,0.292427262,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2016,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/13/2016,0.802197802,0.571428571,10,182,NA,0,1.275,3.1,-0.479497463,0.764369991,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2015,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/10/2015,0.845303867,0.546961326,5,181,NA,0,2.646153846,4.75,1.079597348,2.22444281,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2015,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,4/29/2015,1.005128205,0.635897436,8,195,NA,0,2.646153846,4.75,1.079597348,2.22444281,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2014,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,5/20/2014,1.011049724,0.662983425,9,181,NA,0,3.125,4.64,1.624077865,2.127104622,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2015,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,4/28/2015,1.082872928,0.685082873,8,181,NA,0,2.646153846,4.75,1.079597348,2.22444281,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2013,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/6/2013,1.346368715,0.768156425,6,358,NA,0,1.842857143,2.52,0.166194578,0.251132273,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27007000,NA,2014,110.62,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/12/2014,1.559782609,0.755434783,9,184,NA,0,3.125,4.64,1.624077865,2.127104622,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
73008900,Zumwalde,2022,118.62,118.62,0.9816,21.29999924,NA,NA,0,1,0,2,0,0,6/21/2022,0.820512821,0.564102564,7,78,0.29,0.244478166,1.3325,0.87,-0.414116068,-1.208940545,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,NA,0.86,NA,
82010100,DeMontreville,2024,142.62,142.62,0.9081,24,4/24/2024,12,1,0,1,1,12,8.413967186,6/18/2024,1.436781609,0.91954023,12,87,106.04,74.35142336,2.602,3.535,1.029391434,1.14929828,0.0259,0.0155,-0.277448763,-0.289888827,1,0,0,0,0,0,0,0,0,NA,0.02,NA,
82010100,DeMontreville,2025,142.62,142.62,0.9081,24,5/13/2025,21.2,2,0,1,2,21.2,14.86467536,6/19/2025,1.662162162,0.932432432,10,74,111,77.82919647,3.688,4.655,2.264247005,2.140378011,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA,
70002200,Cleary,2022,144.74,144.74,0.9902,9,4/20/2022,145,0,1,0,4,0,0,4/11/2022,0.670886076,0.658227848,2,158,34.65,23.93947768,0.95,1.475,-0.84904448,-0.673580512,171.2333333,98.046,3.623062421,3.997850773,0,1,1,1,0,0,0,0,0,0.48,0.07,-0.41,
70002200,Cleary,2022,144.74,144.74,0.9902,9,4/20/2022,145,4,0,1,4,145,100.1796324,6/2/2022,0.684848485,0.557575758,6,165,34.65,23.93947768,0.95,1.475,-0.84904448,-0.673580512,171.2333333,98.046,3.623062421,3.997850773,1,1,1,1,0,0,0,0,0,0.48,0.07,-0.41,
70002200,Cleary,2019,144.74,144.74,0.9902,9,5/1/2019,145,0,9,0,1,0,0,4/26/2019,0.872727273,0.76969697,3,165,34.65,23.93947768,1.53,1.77,-0.189545188,-0.41253719,0.08225,0.0586,-0.276164977,-0.288003683,0,0,0,0,0,0,0,0,0,0.81,0.84,0.03,
70002200,Cleary,2020,144.74,144.74,0.9902,9,4/14/2020,145,2,0,1,2,145,100.1796324,6/5/2020,1.085365854,0.817073171,6,164,34.65,23.93947768,1.32,1.365,-0.428329414,-0.7709187,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0.41,NA,
70002200,Cleary,2019,144.74,144.74,0.9902,9,5/1/2019,145,1,0,1,1,145,100.1796324,6/14/2019,1.351515152,0.848484848,7,165,34.65,23.93947768,1.53,1.77,-0.189545188,-0.41253719,0.08225,0.0586,-0.276164977,-0.288003683,1,0,0,0,0,0,0,0,0,0.81,0.84,0.03,
27009800,Bass,2021,149.28,149.28,0.8149,31,6/1/2021,18.02,0,1,0,6,0,0,5/26/2021,0.632653061,0.489795918,5,98,0.45,0.301446945,2.258,3.235,0.63824013,0.883830495,0.0295,0.037333333,-0.277366747,-0.288933862,0,1,1,1,1,1,0,0,0,0.64,NA,NA,
27009800,Bass,2018,149.28,149.28,0.8149,31,5/1/2018,12.3,3,0,1,3,12.3,8.239549839,5/12/2018,0.904255319,0.617021277,6,94,306.26,205.1580922,1.602,2.745,-0.10767631,0.450233112,0.161212121,0.0775,-0.274366032,-0.287177019,1,1,1,0,0,0,0,0,0,0.5,NA,NA,
27009800,Bass,2023,149.28,149.28,0.8149,31,5/24/2023,18.66,8,0,1,8,18.66,12.5,6/7/2023,1.247311828,0.698924731,8,93,66.93,44.835209,1.616,2.24,-0.091757362,0.00336234,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,NA,0.02,NA,
