"datemv","datasourcemv","lknamemv","Lake.ID","taxon","litfoc","rd","maxdep","totfoc","tnsamp","lnsamp","lslsamp","lslfoc"
"2003-06-16","sblood","kohlman","62000600","ceratophyllum.demersum",0.820143884892086,1,2.40792,0.820143884892086,139,139,139,0.820143884892086
"2003-06-16","sblood","kohlman","62000600","potamogeton.crispus",0.158273381294964,1,1.8288,0.158273381294964,139,139,139,0.158273381294964
"2003-06-16","sblood","kohlman","62000600","myriophyllum.spicatum",0.366906474820144,1,2.40792,0.366906474820144,139,139,139,0.366906474820144
"2003-06-16","sblood","kohlman","62000600","spirodela.polyrhiza",0.0719424460431655,1,2.40792,0.0719424460431655,139,139,139,0.0719424460431655
"2003-06-16","sblood","kohlman","62000600","stuckenia.pectinata",0.100719424460432,1,1.31064,0.100719424460432,139,139,139,0.100719424460432
"2003-06-16","sblood","kohlman","62000600","lemna.minor",0.237410071942446,1,2.40792,0.237410071942446,139,139,139,0.237410071942446
"2003-06-16","sblood","kohlman","62000600","potamogeton.zosteriformis",0.201438848920863,1,1.3716,0.201438848920863,139,139,139,0.201438848920863
"2003-06-16","sblood","kohlman","62000600","elodea.spp",0.0215827338129496,1,1.8288,0.0215827338129496,139,139,139,0.0215827338129496
"2003-06-16","sblood","kohlman","62000600","wolffia.spp",0.143884892086331,1,2.40792,0.143884892086331,139,139,139,0.143884892086331
"2003-06-16","sblood","kohlman","62000600","unk.p.cf.pusillus",0.0647482014388489,1,1.31064,0.0647482014388489,139,139,139,0.0647482014388489
"2003-06-16","sblood","kohlman","62000600","nymphaea.spp",0.20863309352518,1,1.3716,0.20863309352518,139,139,139,0.20863309352518
"2003-06-16","sblood","kohlman","62000600","nuphar.spp",0.0287769784172662,1,1.03632,0.0287769784172662,139,139,139,0.0287769784172662
"2003-06-16","sblood","kohlman","62000600","typha.spp",0.00719424460431655,1,0.3048,0.00719424460431655,139,139,139,0.00719424460431655
"2003-06-16","sblood","kohlman","62000600","phalaris.arundinacea",0.00719424460431655,1,0.94488,0.00719424460431655,139,139,139,0.00719424460431655
"2003-06-16","sblood","kohlman","62000600","eleocharis.acicularis",0.00719424460431655,1,1.31064,0.00719424460431655,139,139,139,0.00719424460431655
"2003-08-25","sblood","kohlman","62000600","ceratophyllum.demersum",0.82089552238806,2.58181818181818,2.86512,0.82089552238806,134,134,134,0.82089552238806
"2003-08-25","sblood","kohlman","62000600","myriophyllum.spicatum",0.194029850746269,1.15384615384615,1.8288,0.194029850746269,134,134,134,0.194029850746269
"2003-08-25","sblood","kohlman","62000600","najas.flexilis",0.0149253731343284,1,0.6096,0.0149253731343284,134,134,134,0.0149253731343284
"2003-08-25","sblood","kohlman","62000600","lemna.minor",0.00746268656716418,1,0.1524,0.00746268656716418,134,134,134,0.00746268656716418
"2003-08-25","sblood","kohlman","62000600","potamogeton.zosteriformis",0.201492537313433,1.14814814814815,1.524,0.201492537313433,134,134,134,0.201492537313433
"2003-08-25","sblood","kohlman","62000600","elodea.spp",0.0223880597014925,1,1.524,0.0223880597014925,134,134,134,0.0223880597014925
"2003-08-25","sblood","kohlman","62000600","unk.p.cf.pusillus",0.0298507462686567,1,0.6096,0.0298507462686567,134,134,134,0.0298507462686567
"2003-08-25","sblood","kohlman","62000600","nymphaea.spp",0.164179104477612,1.18181818181818,1.0668,0.164179104477612,134,134,134,0.164179104477612
"2003-08-25","sblood","kohlman","62000600","nuphar.spp",0.0223880597014925,1.33333333333333,0.73152,0.0223880597014925,134,134,134,0.0223880597014925
"2003-08-25","sblood","kohlman","62000600","eleocharis.spp",0.00746268656716418,1,0.6096,0.00746268656716418,134,134,134,0.00746268656716418
"2003-08-25","sblood","kohlman","62000600","typha.spp",0.00746268656716418,1,0.1524,0.00746268656716418,134,134,134,0.00746268656716418
"2004-05-04","johnson","julia","71014500","ceratophyllum.demersum",0.0660377358490566,1.42857142857143,2.194787,0.0660377358490566,106,106,11,0.0909090909090909
"2004-05-04","johnson","julia","71014500","chara.spp",0.132075471698113,1.42857142857143,3.444597,0.132075471698113,106,106,11,0.545454545454545
"2004-05-04","johnson","julia","71014500","heteranthera.dubia",0.00943396226415094,1,0.9144947,0.00943396226415094,106,106,11,0.0909090909090909
"2004-05-04","johnson","julia","71014500","zannichellia.palustris",0.0283018867924528,1,1.615607,0.0283018867924528,106,106,11,0.181818181818182
"2004-07-07","sblood","kohlman","62000600","ceratophyllum.demersum",0.841726618705036,2.03418803418803,3.13944,0.841726618705036,139,139,137,0.854014598540146
"2004-07-07","sblood","kohlman","62000600","potamogeton.crispus",0.338129496402878,1.25531914893617,2.286,0.338129496402878,139,139,137,0.343065693430657
"2004-07-07","sblood","kohlman","62000600","myriophyllum.spicatum",0.359712230215827,1.5,2.286,0.359712230215827,139,139,137,0.364963503649635
"2004-07-07","sblood","kohlman","62000600","elodea.canadensis",0.0215827338129496,1,1.3716,0.0215827338129496,139,139,137,0.0218978102189781
"2004-07-07","sblood","kohlman","62000600","lemna.minor",0.0143884892086331,1,0.762,0.0143884892086331,139,139,137,0.0145985401459854
"2004-07-07","sblood","kohlman","62000600","potamogeton.zosteriformis",0.136690647482014,1.05263157894737,1.524,0.136690647482014,139,139,137,0.138686131386861
"2004-07-07","sblood","kohlman","62000600","potamogeton.pusillus",0.179856115107914,1,1.524,0.179856115107914,139,139,137,0.182481751824818
"2004-07-07","sblood","kohlman","62000600","nymphaea.spp",0.266187050359712,1.10810810810811,1.6764,0.266187050359712,139,139,137,0.27007299270073
"2004-07-07","sblood","kohlman","62000600","nuphar.spp",0.0143884892086331,1.5,1.0668,0.0143884892086331,139,139,137,0.0145985401459854
"2004-08-24","sblood","kohlman","62000600","ceratophyllum.demersum",0.77536231884058,2.47663551401869,2.83464,0.77536231884058,138,138,138,0.77536231884058
"2004-08-24","sblood","kohlman","62000600","potamogeton.crispus",0.036231884057971,1,1.24968,0.036231884057971,138,138,138,0.036231884057971
"2004-08-24","sblood","kohlman","62000600","myriophyllum.spicatum",0.318840579710145,1.36363636363636,1.70688,0.318840579710145,138,138,138,0.318840579710145
"2004-08-24","sblood","kohlman","62000600","najas.flexilis",0.0072463768115942,2,0.85344,0.0072463768115942,138,138,138,0.0072463768115942
"2004-08-24","sblood","kohlman","62000600","spirodela.polyrhiza",0.166666666666667,1,1.24968,0.166666666666667,138,138,138,0.166666666666667
"2004-08-24","sblood","kohlman","62000600","stuckenia.pectinata",0.036231884057971,1,0.762,0.036231884057971,138,138,138,0.036231884057971
"2004-08-24","sblood","kohlman","62000600","lemna.minor",0.311594202898551,1,1.24968,0.311594202898551,138,138,138,0.311594202898551
"2004-08-24","sblood","kohlman","62000600","lemna.trisulca",0.0072463768115942,1,0.762,0.0072463768115942,138,138,138,0.0072463768115942
"2004-08-24","sblood","kohlman","62000600","potamogeton.zosteriformis",0.253623188405797,1.08571428571429,1.43256,0.253623188405797,138,138,138,0.253623188405797
"2004-08-24","sblood","kohlman","62000600","elodea.spp",0.101449275362319,1.5,1.3716,0.101449275362319,138,138,138,0.101449275362319
"2004-08-24","sblood","kohlman","62000600","wolffia.spp",0.123188405797101,1,1.15824,0.123188405797101,138,138,138,0.123188405797101
"2004-08-24","sblood","kohlman","62000600","unk.p.cf.pusillus",0.0217391304347826,1,0.6096,0.0217391304347826,138,138,138,0.0217391304347826
"2004-08-24","sblood","kohlman","62000600","nymphaea.spp",0.347826086956522,1.77083333333333,1.28016,0.347826086956522,138,138,138,0.347826086956522
"2004-08-24","sblood","kohlman","62000600","nuphar.spp",0.0144927536231884,2,0.762,0.0144927536231884,138,138,138,0.0144927536231884
"2005-05-04","johnson","julia","71014500","ceratophyllum.demersum",0.0660377358490566,1,2.713001,0.0660377358490566,106,106,11,0.272727272727273
"2005-05-04","johnson","julia","71014500","potamogeton.crispus",0.433962264150943,1.5,3.139765,0.433962264150943,106,106,11,0.181818181818182
"2005-05-04","johnson","julia","71014500","elodea.canadensis",0.0377358490566038,1,1.554641,0.0377358490566038,106,106,11,0.181818181818182
"2005-05-04","johnson","julia","71014500","chara.spp",0.150943396226415,1.3125,1.981405,0.150943396226415,106,106,11,0.727272727272727
"2005-06-17","johnson","weaver","27011700","ceratophyllum.demersum",0.796116504854369,1.39285714285714,5.243103,0.763636363636364,110,103,107,0.785046728971963
"2005-06-17","johnson","weaver","27011700","potamogeton.crispus",0.194174757281553,1.0952380952381,5.243103,0.190909090909091,110,103,107,0.196261682242991
"2005-06-17","johnson","weaver","27011700","vallisneria.americana",0.12621359223301,1.23076923076923,1.859473,0.118181818181818,110,103,107,0.121495327102804
"2005-06-17","johnson","weaver","27011700","spirodela.polyrhiza",0.0776699029126214,1,2.133821,0.0727272727272727,110,103,107,0.0747663551401869
"2005-06-17","johnson","weaver","27011700","nymphaea.odorata",0.135922330097087,1,1.219326,0.127272727272727,110,103,107,0.130841121495327
"2005-06-17","johnson","weaver","27011700","chara.spp",0.0194174757281553,1,1.15836,0.0181818181818182,110,103,107,0.0186915887850467
"2005-06-17","johnson","weaver","27011700","stuckenia.pectinata",0.0485436893203883,1,1.859473,0.0454545454545455,110,103,107,0.0467289719626168
"2005-06-17","johnson","weaver","27011700","lemna.minor",0.0485436893203883,1,2.133821,0.0454545454545455,110,103,107,0.0467289719626168
"2005-06-17","johnson","weaver","27011700","lemna.trisulca",0.145631067961165,1.06666666666667,4.572474,0.136363636363636,110,103,107,0.14018691588785
"2005-06-17","johnson","weaver","27011700","ranunculus.aquatilis",0.0388349514563107,1,1.859473,0.0363636363636364,110,103,107,0.0373831775700935
"2005-06-17","johnson","weaver","27011700","potamogeton.pusillus",0.058252427184466,1,5.7918,0.0636363636363636,110,103,107,0.0560747663551402
"2005-06-17","johnson","weaver","27011700","zannichellia.palustris",0.145631067961165,1.33333333333333,2.408169,0.136363636363636,110,103,107,0.14018691588785
"2005-06-17","johnson","weaver","27011700","nuphar.variegata",0.087378640776699,1,2.8959,0.0818181818181818,110,103,107,0.0841121495327103
"2005-06-17","johnson","weaver","27011700","potamogeton.praelongus",0.087378640776699,1.11111111111111,4.572474,0.0818181818181818,110,103,107,0.0841121495327103
"2005-06-17","johnson","weaver","27011700","potamogeton.zosterifomis",0.0194174757281553,1,1.219326,0.0181818181818182,110,103,107,0.0186915887850467
"2005-08-19","johnson","weaver","27011700","ceratophyllum.demersum",0.372549019607843,1.21428571428571,7.011126,0.375,112,102,107,0.383177570093458
"2005-08-19","johnson","weaver","27011700","potamogeton.crispus",0.382352941176471,1,7.011126,0.401785714285714,112,102,107,0.383177570093458
"2005-08-19","johnson","weaver","27011700","vallisneria.americana",0.166666666666667,1.42105263157895,5.852766,0.169642857142857,112,102,107,0.168224299065421
"2005-08-19","johnson","weaver","27011700","nymphaea.odorata",0.107843137254902,1,4.572474,0.0982142857142857,112,102,107,0.102803738317757
"2005-08-19","johnson","weaver","27011700","chara.spp",0.0294117647058823,1,1.981405,0.0267857142857143,112,102,107,0.0280373831775701
"2005-08-19","johnson","weaver","27011700","stuckenia.pectinata",0.0686274509803922,1.85714285714286,2.743484,0.0625,112,102,107,0.0654205607476635
"2005-08-19","johnson","weaver","27011700","lemna.minor",0.0588235294117647,1,4.572474,0.0535714285714286,112,102,107,0.0560747663551402
"2005-08-19","johnson","weaver","27011700","lemna.trisulca",0.107843137254902,1.16666666666667,6.706295,0.107142857142857,112,102,107,0.102803738317757
"2005-08-19","johnson","weaver","27011700","potamogeton.pusillus",0.00980392156862745,1,1.981405,0.00892857142857143,112,102,107,0.00934579439252336
"2005-08-19","johnson","weaver","27011700","heteranthera.dubia",0.0686274509803922,1,4.602957,0.0714285714285714,112,102,107,0.0747663551401869
"2005-08-19","johnson","weaver","27011700","zannichellia.palustris",0.0882352941176471,1,4.602957,0.0892857142857143,112,102,107,0.0934579439252336
"2005-08-19","johnson","weaver","27011700","nuphar.variegata",0.0588235294117647,1,4.572474,0.0535714285714286,112,102,107,0.0560747663551402
"2005-08-19","johnson","weaver","27011700","potamogeton.praelongus",0.0196078431372549,1,4.267642,0.0178571428571429,112,102,107,0.0186915887850467
"2005-08-19","johnson","weaver","27011700","potamogeton.zosterifomis",0.0490196078431373,1.33333333333333,4.602957,0.0535714285714286,112,102,107,0.0560747663551402
"2006-04-25","johnson","fish","70006900","ceratophyllum.demersum",0.517857142857143,1.59016393442623,5.1,0.4765625,128,112,83,0.650602409638554
"2006-04-25","johnson","fish","70006900","potamogeton.crispus",0.5625,1,4.1,0.4921875,128,112,83,0.710843373493976
"2006-04-25","johnson","fish","70006900","myriophyllum.sibiricum",0.00892857142857143,1,1.6,0.0078125,128,112,83,0.0120481927710843
"2006-04-25","johnson","fish","70006900","heteranthera.dubia",0.0357142857142857,1.25,3,0.03125,128,112,83,0.0481927710843374
"2006-04-25","johnson","fish","70006900","nuphar.variegata",0.00892857142857143,1,1.3,0.0078125,128,112,83,0.0120481927710843
"2006-04-26","johnson","weaver","27011700","ceratophyllum.demersum",0.278846153846154,1.33333333333333,5.6,0.260869565217391,115,104,106,0.273584905660377
"2006-04-26","johnson","weaver","27011700","potamogeton.crispus",0.721153846153846,1.14102564102564,5.5,0.678260869565217,115,104,106,0.716981132075472
"2006-04-26","johnson","weaver","27011700","nymphaea.odorata",0.144230769230769,1,5.5,0.139130434782609,115,104,106,0.141509433962264
"2006-04-26","johnson","weaver","27011700","chara.spp",0.0384615384615385,1,1.5,0.0347826086956522,115,104,106,0.0377358490566038
"2006-04-26","johnson","weaver","27011700","lemna.trisulca",0.144230769230769,1,5.5,0.139130434782609,115,104,106,0.141509433962264
"2006-04-26","johnson","weaver","27011700","heteranthera.dubia",0.0384615384615385,1,2.2,0.0347826086956522,115,104,106,0.0377358490566038
"2006-04-26","johnson","weaver","27011700","zannichellia.palustris",0.0480769230769231,1,1,0.0434782608695652,115,104,106,0.0471698113207547
"2006-04-26","johnson","weaver","27011700","nuphar.variegata",0.00961538461538462,1,1.9,0.00869565217391304,115,104,106,0.00943396226415094
"2006-04-26","johnson","weaver","27011700","potamogeton.zosterifomis",0.00961538461538462,1,0.9,0.00869565217391304,115,104,106,0.00943396226415094
"2006-05-02","johnson","julia","71014500","elodea.canadensis",0.358490566037736,1.26315789473684,4,0.358490566037736,106,106,7,0.142857142857143
"2006-05-02","johnson","julia","71014500","chara.spp",0.169811320754717,1.16666666666667,3.5,0.169811320754717,106,106,7,0.142857142857143
"2006-05-02","johnson","julia","71014500","zannichellia.palustris",0.0566037735849057,1,3.1,0.0566037735849057,106,106,7,0.428571428571429
"2006-05-02","johnson","rush","71014700","ceratophyllum.demersum",0.107142857142857,1.25,2.8,0.107142857142857,112,112,6,0.166666666666667
"2006-05-04","johnson","crookneck","49013300","ceratophyllum.demersum",0.842696629213483,1.82741116751269,6.3,0.763565891472868,258,178,203,0.852216748768473
"2006-05-04","johnson","crookneck","49013300","potamogeton.crispus",0.365168539325843,1.02173913043478,6.2,0.356589147286822,258,178,203,0.399014778325123
"2006-05-04","johnson","crookneck","49013300","elodea.canadensis",0.0280898876404494,1,2.1,0.0193798449612403,258,178,203,0.0246305418719212
"2006-05-04","johnson","crookneck","49013300","nymphaea.odorata",0.00561797752808989,1,1.6,0.00387596899224806,258,178,203,0.00492610837438424
"2006-05-04","johnson","crookneck","49013300","chara.spp",0.0393258426966292,1.14285714285714,2,0.0271317829457364,258,178,203,0.0344827586206897
"2006-05-04","johnson","crookneck","49013300","lemna.trisulca",0.382022471910112,1.05747126436782,6.3,0.337209302325581,258,178,203,0.38423645320197
"2006-05-04","johnson","crookneck","49013300","ranunculus.aquatilis",0.0112359550561798,1,2,0.00775193798449612,258,178,203,0.00985221674876847
"2006-05-04","johnson","crookneck","49013300","myriophyllum.sibiricum",0.050561797752809,1.11111111111111,2.1,0.0348837209302326,258,178,203,0.0443349753694581
"2006-05-04","johnson","crookneck","49013300","heteranthera.dubia",0.0224719101123595,1,1.3,0.0155038759689922,258,178,203,0.0197044334975369
"2006-05-04","johnson","crookneck","49013300","nitella.spp",0.0112359550561798,1,4.8,0.0116279069767442,258,178,203,0.0147783251231527
"2006-05-04","johnson","crookneck","49013300","eleocharis.acicularis",0.0224719101123595,1,1.5,0.0155038759689922,258,178,203,0.0197044334975369
"2006-05-04","johnson","crookneck","49013300","nuphar.variegata",0.0168539325842697,1,2,0.0116279069767442,258,178,203,0.0147783251231527
"2006-05-04","johnson","crookneck","49013300","potamogeton.amplifolius",0.0393258426966292,1,2.1,0.0271317829457364,258,178,203,0.0344827586206897
"2006-05-04","johnson","crookneck","49013300","potamogeton.illinoensis",0.112359550561798,1,2.8,0.0775193798449612,258,178,203,0.0985221674876847
"2006-05-04","johnson","crookneck","49013300","potamogeton.praelongus",0.0730337078651685,1,3.8,0.0503875968992248,258,178,203,0.0640394088669951
"2006-05-04","johnson","crookneck","49013300","potamogeton.zosterifomis",0.00561797752808989,1,3.6,0.00387596899224806,258,178,203,0.00492610837438424
"2006-05-04","johnson","crookneck","49013300","najas.guadalupensis",0.764044943820225,1.77922077922078,5.9,0.596899224806202,258,178,203,0.719211822660099
"2006-05-05","johnson","lowermission","18024300","ceratophyllum.demersum",0.724489795918367,1.48780487804878,6.6,0.643137254901961,255,196,118,0.813559322033898
"2006-05-05","johnson","lowermission","18024300","potamogeton.crispus",0.545918367346939,1.203125,5.9,0.501960784313725,255,196,118,0.296610169491525
"2006-05-05","johnson","lowermission","18024300","elodea.canadensis",0.362244897959184,1.05555555555556,4.6,0.282352941176471,255,196,118,0.457627118644068
"2006-05-05","johnson","lowermission","18024300","nymphaea.odorata",0.0408163265306122,1,1,0.0313725490196078,255,196,118,0.0677966101694915
"2006-05-05","johnson","lowermission","18024300","chara.spp",0.107142857142857,1.19047619047619,4.5,0.0823529411764706,255,196,118,0.161016949152542
"2006-05-05","johnson","lowermission","18024300","lemna.trisulca",0.637755102040816,1.08,6.6,0.588235294117647,255,196,118,0.677966101694915
"2006-05-05","johnson","lowermission","18024300","ranunculus.aquatilis",0.0102040816326531,1,1,0.00784313725490196,255,196,118,0.0169491525423729
"2006-05-05","johnson","lowermission","18024300","myriophyllum.sibiricum",0.0357142857142857,1,3.3,0.0274509803921569,255,196,118,0.0423728813559322
"2006-05-05","johnson","lowermission","18024300","heteranthera.dubia",0.0561224489795918,1,2.3,0.0431372549019608,255,196,118,0.0932203389830508
"2006-05-05","johnson","lowermission","18024300","nitella.spp",0.0714285714285714,1.07142857142857,3.6,0.0549019607843137,255,196,118,0.0847457627118644
"2006-05-05","johnson","lowermission","18024300","eleocharis.acicularis",0.0204081632653061,1,0.9,0.0156862745098039,255,196,118,0.0338983050847458
"2006-05-05","johnson","lowermission","18024300","nuphar.variegata",0.0969387755102041,1,1.5,0.0745098039215686,255,196,118,0.161016949152542
"2006-05-05","johnson","lowermission","18024300","potamogeton.praelongus",0.0816326530612245,1,4.5,0.0627450980392157,255,196,118,0.101694915254237
"2006-05-05","johnson","lowermission","18024300","potamogeton.zosterifomis",0.0153061224489796,1,2.3,0.0117647058823529,255,196,118,0.0254237288135593
"2006-05-05","johnson","lowermission","18024300","utricularia.vulgaris",0.0357142857142857,1,0.9,0.0274509803921569,255,196,118,0.0593220338983051
"2006-05-05","johnson","lowermission","18024300","fontinalis.antipyretica",0.00510204081632653,1,1.2,0.00392156862745098,255,196,118,0.00847457627118644
