"","Lake.ID","Year","Lake.x","Trt","YrsTrt","PrevAUGSecchi","IceIn","IceOut","IceCover","Snow","APRMAYPcri","APRMAY3.7","APRMAYDIFF","APRMAYRelDens","APRMAYRelDensall","JUNPcri","JUN3.7","JUNDIFF","JUNRelDens","JUNRelDensall","DIFF.4.6","DIFF.3.7","DIFFRelDens","County","Latitude.y","Longitude","Ecoregion","Lake.area..ha.","Littoral.area..ha.","Proportion.littoral","Max.depth..m.","Acres_Chem","Acres_Harvested","litt.ac","perc.lit.chem"
"14","10000200",2014,"riley","T",2,0.8,"27-Nov","18-Apr",143,19.7,0.27,0.3,-0.03,1.67,0.4,0.2,0.22,-0.02,2.03,0.4,-0.07,-0.08,0.36,"Carver",44.836,-93.522,"NCHF",120,44,0.366666666666667,"14.9",35,NA,108.7262,0.321909530545535
"15","10000200",2015,"riley","T",3,2,"27-Nov","30-Mar",124,3.2,0.25,0.28,-0.03,1.11,0.27,0.1,0.11,-0.01,1.78,0.18,-0.15,-0.17,0.67,"Carver",44.836,-93.522,"NCHF",120,44,0.366666666666667,"14.9",34.5,NA,108.7262,0.317310822966314
"16","10000700",2010,"lucy","T",0,0.7,"7-Dec","31-Mar",115,22.6,NA,NA,NA,NA,NA,0.25,0.27,-0.02,1,0.25,NA,NA,NA,"Carver",44.876,-93.559,"NCHF",35,34,0.971428571428571,"6.1",5.7,19.1,84.0157,0.0678444624040507
"17","10000700",2011,"lucy","T",0,0.6,"28-Nov","10-Apr",134,25.3,NA,NA,NA,NA,NA,0.43,0.49,-0.06,2.18,0.95,NA,NA,NA,"Carver",44.876,-93.559,"NCHF",35,34,0.971428571428571,"6.1",8.2,NA,84.0157,0.097600805563722
"18","10000700",2012,"lucy","T",0,0.8,"4-Dec","18-Mar",106,1.9,NA,NA,NA,NA,NA,0.17,0.2,-0.03,2.3,0.39,NA,NA,NA,"Carver",44.876,-93.559,"NCHF",35,34,0.971428571428571,"6.1",8.1,NA,84.0157,0.0964105518373352
"19","10000900",2014,"minnewashta","U",0,1.9,"28-Nov","21-Apr",145,19.4,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,"Carver",44.881,-93.609,"NCHF",274,150,0.547445255474453,"21.3",0,NA,370.6575,0
"20","10001300",2009,"susan","U",0,0.5,"23-Nov","5-Apr",134,8.7,NA,NA,NA,NA,NA,0.28,0.45,-0.17,1.17,0.23,NA,NA,NA,"Carver",44.852,-93.541,"NCHF",36,31,0.861111111111111,"5.2",0,NA,76.60255,0
"21","10001300",2010,"susan","U",0,0.4,"7-Dec","31-Mar",115,22.6,NA,NA,NA,NA,NA,0.41,0.58,-0.17,1.46,0.59,NA,NA,NA,"Carver",44.852,-93.541,"NCHF",36,31,0.861111111111111,"5.2",0,NA,76.60255,0
"22","10001300",2011,"susan","U",0,0.9,"25-Nov","10-Apr",137,24.8,0.29,0.42,-0.13,2.46,0.7,0.41,0.6,-0.19,3.03,1.26,0.12,0.18,0.57,"Carver",44.852,-93.541,"NCHF",36,31,0.861111111111111,"5.2",0,NA,76.60255,0
"23","10001300",2012,"susan","U",0,0.7,"4-Dec","18-Mar",106,1.9,0.41,0.61,-0.2,3.29,1.33,0.21,0.36,-0.15,2.5,0.59,-0.2,-0.25,-0.79,"Carver",44.852,-93.541,"NCHF",36,31,0.861111111111111,"5.2",0,NA,76.60255,0
"24","10001300",2013,"susan","T",0,0.6,"3-Dec","28-Apr",147,8.9,0.39,0.58,-0.19,2.45,0.96,0.08,0.13,-0.05,1.2,0.1,-0.31,-0.45,-1.25,"Carver",44.852,-93.541,"NCHF",36,31,0.861111111111111,"5.2",16,NA,76.60255,0.208870331340145
"25","10001300",2014,"susan","T",0,0.8,"27-Nov","18-Apr",143,19.7,0.29,0.41,-0.12,1.8,0.52,0.09,0.14,-0.05,1.45,0.13,-0.2,-0.27,-0.35,"Carver",44.852,-93.541,"NCHF",36,31,0.861111111111111,"5.2",16,NA,76.60255,0.208870331340145
"26","10001300",2015,"susan","U",0,0.9,"27-Nov","30-Mar",124,3.2,0.21,0.31,-0.1,0.79,0.27,0.26,0.44,-0.18,3.26,0.86,0.05,0.13,2.47,"Carver",44.852,-93.541,"NCHF",36,31,0.861111111111111,"5.2",0,NA,76.60255,0
"27","1014200",2008,"hill","U",0,NA,"25-Nov","27-Apr",155,15.6,0.02,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.437308868501529,"14.6",0,NA,353.36015,0
"28","1014200",2009,"hill","U",0,3.2,"20-Nov","23-Apr",155,10.7,NA,NA,NA,NA,NA,0.1,0.14,-0.04,NA,NA,NA,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.437308868501529,"14.6",0,NA,353.36015,0
"29","1014200",2010,"hill","U",0,3.5,"6-Dec","2-Apr",118,9.4,0.07,0.08,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.437308868501529,"14.6",0,NA,353.36015,0
"30","1014200",2011,"hill","U",0,NA,"27-Nov","24-Apr",149,15.9,NA,NA,NA,NA,NA,0.05,0.06,-0.01,NA,NA,NA,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.437308868501529,"14.6",0,NA,353.36015,0
"31","13002700",2008,"southcenter","U",0,0.8,"2-Dec","22-Apr",143,13.4,0.83,0.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.624721603563474,"33.2",0,NA,1386.25905,0
"32","13002700",2009,"southcenter","U",0,0.8,"25-Nov","10-Apr",137,10.9,0.85,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.624721603563474,"33.2",0,NA,1386.25905,0
"33","13002700",2010,"southcenter","U",0,0.9,"7-Dec","1-Apr",116,17.5,0.75,0.76,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.624721603563474,"33.2",0,NA,1386.25905,0
"34","13002700",2011,"southcenter","U",0,1.4,"26-Nov","13-Apr",139,22.3,0.52,0.5,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chisago",45.375,-92.826,"NCHF",898,561,0.624721603563474,"33.2",0,NA,1386.25905,0
"35","18024300",2006,"lowermission","U",1,0.9,"26-Nov","6-Apr",132,16.5,0.55,0.47,0.08,1.24,0.68,0.22,0.29,-0.07,1,0.28,-0.33,-0.18,-0.24,"Crow Wing",46.533,-94.103,"NLF",725,452,0.623448275862069,"8.2",0,NA,1116.9146,0
"36","18024300",2007,"lowermission","T",2,0.8,"30-Nov","18-Apr",140,6.7,0.57,0.5,0.07,1.93,1.09,0.33,0.34,-0.01,1.17,0.38,-0.24,-0.16,-0.76,"Crow Wing",46.533,-94.103,"NLF",725,452,0.623448275862069,"8.2",300,NA,1116.9146,0.268597079848361
"37","18024300",2008,"lowermission","T",3,0.8,"27-Nov","25-Apr",151,19.7,0.47,0.45,0.02,1.24,0.58,0.13,0.12,0.01,0.96,0.12,-0.34,-0.33,-0.28,"Crow Wing",46.533,-94.103,"NLF",725,452,0.623448275862069,"8.2",300,NA,1116.9146,0.268597079848361
"38","18024300",2009,"lowermission","T",4,1.3,"21-Nov","19-Apr",150,18.3,0.33,0.32,0.01,1.34,0.45,0.13,0.14,-0.01,1,0.13,-0.2,-0.18,-0.34,"Crow Wing",46.533,-94.103,"NLF",725,452,0.623448275862069,"8.2",300,NA,1116.9146,0.268597079848361
"39","19002200",2013,"longd","U",0,0.2,"7-Dec","29-Apr",144,11.94,NA,NA,NA,NA,NA,0.93,0.93,0,2.74,2.55,NA,NA,NA,"Dakota",44.756,-93.174,"NCHF",37,37,1,"-",0,NA,91.42885,0
"40","19002200",2014,"longd","U",0,0.3,"24-Nov","9-Apr",139,24.77,NA,NA,NA,NA,NA,0.63,0.63,0,1.68,1.06,NA,NA,NA,"Dakota",44.756,-93.174,"NCHF",37,37,1,"-",0,NA,91.42885,0
"41","19002200",2015,"longd","U",0,NA,"14-Nov","23-Mar",130,5.5,0.88,0.88,0,2.67,2.35,NA,NA,NA,NA,NA,NA,NA,NA,"Dakota",44.756,-93.174,"NCHF",37,37,1,"-",0,NA,91.42885,0
"42","19002500",2006,"keller","U",0,1.5,"26-Nov","5-Apr",131,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1",0,27.6,126.02355,0
"43","19002500",2007,"keller","U",0,0.7,"30-Nov","25-Mar",116,3.9,1,1,0,3.75,3.75,NA,NA,NA,NA,NA,NA,NA,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1",0,27.2,126.02355,0
"44","19002500",2008,"keller","U",0,1.1,"23-Nov","20-Apr",150,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1",0,25,126.02355,0
"45","19002500",2013,"keller","U",0,2,"7-Dec","29-Apr",144,11.94,0.95,0.95,0,2.79,2.64,NA,NA,NA,NA,NA,NA,NA,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1",0,22,126.02355,0
"46","19002500",2014,"keller","U",0,0.4,"24-Nov","11-Apr",139,24.77,0.73,0.73,0,1.93,1.41,0.84,0.84,0,2.35,1.97,0.11,0.11,0.42,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1",0,22,126.02355,0
"47","19002500",2015,"keller","U",0,NA,"14-Nov","23-Mar",130,5.5,0.95,0.95,0,NA,NA,0.81,0.81,0,1.33,1.08,-0.14,-0.14,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1",0,22,126.02355,0
"48","2000400",2008,"peltier","U",0,0.7,"28-Nov","22-Apr",147,10.7,0.43,0.44,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.748878923766816,"5.5",0,10.6,412.66535,0
"49","2000400",2009,"peltier","U",0,1.5,"22-Nov","9-Apr",139,12.9,0.35,0.36,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.748878923766816,"5.5",0,NA,412.66535,0
"50","2000400",2010,"peltier","U",0,1.2,"6-Dec","31-Mar",116,22.6,0.3,0.31,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.748878923766816,"5.5",0,NA,412.66535,0
"51","2000400",2011,"peltier","U",0,0.8,"24-Nov","12-Apr",140,31.1,0.28,0.29,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.748878923766816,"5.5",0,NA,412.66535,0
"52","21005700",2008,"carlos","U",0,3.1,"30-Nov","2-May",155,14.4,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Douglas",45.971,-95.363,"NCHF",1054,373,0.353889943074004,"49.7",0,NA,921.70165,0
"53","21005700",2009,"carlos","U",0,2.5,"23-Nov","23-Apr",152,18.7,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Douglas",45.971,-95.363,"NCHF",1054,373,0.353889943074004,"49.7",0,NA,921.70165,0
"54","21005700",2010,"carlos","U",0,2.4,"5-Dec","2-Apr",119,27.2,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Douglas",45.971,-95.363,"NCHF",1054,373,0.353889943074004,"49.7",0,NA,921.70165,0
"55","27003500",2014,"twin","U",0,NA,"27-Nov","20-Apr",145,25.2,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Hennepin",44.992,-93.336,"NCHF",27,14,0.518518518518518,"8.5",0,NA,34.5947,0
"56","27003501",2014,"sweeney","U",0,1.1,"27-Nov","20-Apr",145,25.2,NA,NA,NA,NA,NA,0.19,0.19,0,NA,NA,NA,NA,NA,"Hennepin",44.993,-93.339,"NCHF",27,14,0.518518518518518,"8.5",0,NA,34.5947,0
"57","27004800",2008,"hyland","U",0,0.4,"25-Nov","19-Apr",147,9.8,NA,NA,NA,NA,NA,0.97,0.97,0,3.1,3.03,NA,NA,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7",0,16.2,88.9578,0
"58","27004800",2009,"hyland","U",0,NA,"25-Nov","28-Mar",124,7.2,NA,NA,NA,NA,NA,1,1,0,3.91,3.91,NA,NA,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7",0,16.2,88.9578,0
"59","27004800",2011,"hyland","U",0,0.4,"29-Nov","10-Apr",133,28.1,NA,NA,NA,NA,NA,0.8,0.8,0,1.97,1.59,NA,NA,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7",0,8.8,88.9578,0
"60","27004800",2012,"hyland","T",1,0.3,"4-Dec","18-Mar",106,2,0.64,0.64,0,1.29,0.83,0.09,0.09,0,1,0.09,-0.55,-0.55,-0.29,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7",84,NA,88.9578,0.944267956266904
"61","27004800",2013,"hyland","T",2,0.3,"3-Dec","27-Apr",146,12.6,0.94,0.94,0,1.46,1.38,0,0,0,NA,NA,-0.94,-0.94,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7",84,NA,88.9578,0.944267956266904
"62","27004800",2015,"hyland","T",3,0.9,"26-Nov","29-Mar",124,4.6,0.43,0.43,0,1.13,0.49,0,0,0,NA,NA,-0.43,-0.43,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7",84,NA,88.9578,0.944267956266904
"63","27007000",2013,"mitchell","U",0,1.1,"3-Dec","28-Apr",147,12.5,NA,NA,NA,NA,NA,0.59,0.67,-0.08,2.69,2.23,NA,NA,NA,"Hennepin",44.858,-93.497,"NCHF",46,44,0.956521739130435,"5.8",0,6,108.7262,0
"64","27007000",2014,"mitchell","U",0,1.4,"27-Nov","18-Apr",143,25.5,0.32,0.33,-0.01,2.09,0.66,0.46,0.47,-0.01,2.56,1.18,0.14,0.14,0.47,"Hennepin",44.858,-93.497,"NCHF",46,44,0.956521739130435,"5.8",0,20,108.7262,0
"65","27007000",2015,"mitchell","T",1,NA,"27-Nov","30-Mar",124,4.6,0.72,0.72,0,1.4,1.01,0.41,0.42,-0.01,2.2,0.9,-0.31,-0.3,0.8,"Hennepin",44.858,-93.497,"NCHF",46,44,0.956521739130435,"5.8",13,13,108.7262,0.11956639705977
"66","27007100",2011,"round","U",0,1.3,"23-Nov","10-Apr",139,27.1,NA,NA,NA,NA,NA,0.11,0.11,0,1.33,0.09,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.741935483870968,"11.3",0,NA,56.83415,0
"67","27007100",2012,"round","U",0,NA,"4-Dec","18-Mar",106,2,0.19,0.19,0,1,0.19,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.741935483870968,"11.3",0,NA,56.83415,0
"68","27007100",2013,"round","U",0,NA,"3-Dec","27-Apr",146,12.5,NA,NA,NA,NA,NA,0.1,0.1,0,1,0.1,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.741935483870968,"11.3",0,NA,56.83415,0
"69","27007100",2014,"round","U",0,NA,"24-Nov","13-Apr",141,25.7,NA,NA,NA,NA,NA,0.39,0.39,0,1.29,0.5,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.741935483870968,"11.3",0,NA,56.83415,0
"70","27007100",2015,"round","U",0,NA,"14-Nov","29-Mar",136,4.8,NA,NA,NA,NA,NA,0.4,0.4,0,1.43,0.57,NA,NA,NA,"Hennepin",44.869,-93.493,"NCHF",31,23,0.741935483870968,"11.3",0,NA,56.83415,0
"71","27007800",2011,"staring","U",0,0.5,"25-Nov","10-Apr",137,27.4,NA,NA,NA,NA,NA,0.07,0.08,-0.01,1.38,0.1,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.893939393939394,"4.9",0,NA,145.79195,0
"72","27007800",2012,"staring","U",0,0.4,"4-Dec","18-Mar",106,2,NA,NA,NA,NA,NA,0.05,0.06,-0.01,2,0.1,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.893939393939394,"4.9",0,NA,145.79195,0
"73","27007800",2013,"staring","U",0,0.5,"3-Dec","28-Apr",147,12.5,NA,NA,NA,NA,NA,0.07,0.07,0,1.42,0.1,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.893939393939394,"4.9",0,NA,145.79195,0
"74","27007800",2014,"staring","U",0,0.5,"27-Nov","18-Apr",143,25.5,NA,NA,NA,NA,NA,0.17,0.2,-0.03,1.83,0.31,NA,NA,NA,"Hennepin",44.837,-93.454,"NCHF",66,59,0.893939393939394,"4.9",0,NA,145.79195,0
"75","27007800",2015,"staring","U",0,0.5,"27-Nov","30-Mar",124,4.6,0.28,0.31,-0.03,2.86,0.8,0.37,0.39,-0.02,1.93,1.14,0.09,0.08,-0.93,"Hennepin",44.837,-93.454,"NCHF",66,59,0.893939393939394,"4.9",0,NA,145.79195,0
"76","27008500",2015,"libbs","U",0,NA,"1-Dec","18-Apr",139,4.2,NA,NA,NA,NA,NA,0.23,0.23,0,NA,NA,NA,NA,NA,"Hennepin",44.946,-93.487,"NCHF",9,9,1,"2.4",0,NA,22.23945,0
"77","27009500",2007,"gleason","T",2,0.5,"2-Dec","28-Mar",117,6.1,0.79,0.83,-0.04,2.08,1.38,0.02,0.02,0,1.5,0.03,-0.77,-0.81,-0.58,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",140,NA,138.3788,1.01171566742883
"78","27009500",2008,"gleason","T",3,0.5,"29-Nov","7-Apr",131,11.5,0.59,0.6,-0.01,1.62,0.95,0.14,0.14,0,1.59,0.22,-0.45,-0.46,-0.03,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",140,NA,138.3788,1.01171566742883
"79","27009500",2009,"gleason","T",4,0.5,"30-Nov","4-Apr",126,7.2,0.49,0.5,-0.01,1.83,0.89,0.05,0.05,0,1.25,NA,-0.44,-0.45,-0.58,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",140,NA,138.3788,1.01171566742883
"80","27009500",2010,"gleason","T",5,0.9,"6-Dec","31-Mar",116,22.4,0.36,0.36,0,1.48,0.53,0.11,0.11,0,1.33,0.15,-0.25,-0.25,-0.15,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",27.9,NA,138.3788,0.201620479437602
"81","27009500",2011,"gleason","T",6,0.5,"23-Nov","10-Apr",139,27.1,0.09,0.09,0,1.07,0.09,0.16,0.16,0,1.43,0.23,0.07,0.07,0.36,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",16.3,NA,138.3788,0.117792609850642
"82","27009500",2012,"gleason","T",7,0.9,"6-Dec","18-Mar",104,1.9,0.36,0.36,0,1.38,0.48,0.01,0.01,0,2,0.03,-0.35,-0.35,0.62,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",45,NA,138.3788,0.325194321673551
"83","27009500",2013,"gleason","T",8,1.5,"3-Dec","28-Apr",147,12.5,0.05,0.05,0,1.29,0.06,0,0,0,NA,NA,-0.05,-0.05,NA,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",4.5,NA,138.3788,0.0325194321673551
"84","27009500",2014,"gleason","T",9,1.4,"27-Nov","18-Apr",143,25.5,0.13,0.13,0,1.71,0.23,0.1,0.1,0,1.47,0.14,-0.03,-0.03,-0.24,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",13.07,NA,138.3788,0.0944508840949625
"85","27009500",2015,"gleason","T",10,0.7,"24-Nov","30-Mar",127,4.5,0.12,0.12,0,0.62,0.07,0,0,0,NA,NA,-0.12,-0.12,NA,"Hennepin",44.981,-93.493,"NCHF",57,56,0.982456140350877,"4.9",32,NA,138.3788,0.231249295412303
"86","27010400",2010,"medicine","T",1,1.2,"8-Dec","31-Mar",114,22.9,NA,NA,NA,NA,NA,0.29,0.32,-0.03,1.4,0.25,NA,NA,NA,"Hennepin",45.008,-93.42,"NCHF",374,161,0.43048128342246,"15",55,NA,397.83905,0.13824686138779
"87","27010400",2011,"medicine","T",2,1,"1-Dec","10-Apr",131,28.5,NA,NA,NA,NA,NA,0.52,0.56,-0.04,2.89,1.49,NA,NA,NA,"Hennepin",45.008,-93.42,"NCHF",374,161,0.43048128342246,"15",29.1,NA,397.83905,0.0731451575706306
"88","27010400",2012,"medicine","T",3,0.9,"6-Dec","18-Mar",104,1.9,0.52,0.52,0,2.62,1.37,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",45.008,-93.42,"NCHF",374,161,0.43048128342246,"15",74,NA,397.83905,0.186004868049026
"89","27011700",2006,"weaver","T",1,2.7,"13-Dec","7-Apr",116,5.2,0.72,0.71,0.01,1.15,0.83,0.36,0.37,-0.01,0.86,0.33,-0.36,-0.34,-0.29,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4",157,NA,76.60255,2.04954012627517
"90","27011700",2007,"weaver","T",2,2.2,"1-Dec","28-Mar",118,6,0.49,0.5,-0.01,1.08,0.52,0.03,0.03,0,0.67,0.02,-0.46,-0.47,-0.41,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4",157,NA,76.60255,2.04954012627517
"91","27011700",2008,"weaver","T",3,2.2,"29-Nov","20-Apr",144,10.2,0.33,0.34,-0.01,1.06,0.35,0.01,0.01,0,0.01,0.01,-0.32,-0.33,-1.05,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4",75,NA,76.60255,0.979079678156928
"92","27011700",2009,"weaver","T",4,1.7,"24-Nov","4-Apr",132,6.7,0.14,0.14,0,1.2,0.16,0.01,0.01,0,1,0.01,-0.13,-0.13,-0.2,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4",75,NA,76.60255,0.979079678156928
"93","27011700",2010,"weaver","T",5,2.7,"7-Dec","31-Mar",115,22.7,0.09,0.1,-0.01,1,0.09,0.19,0.22,-0.03,0.91,0.18,0.1,0.12,-0.09,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4",9.4,NA,76.60255,0.122711319662335
"94","27011700",2011,"weaver","U",0,2.4,"25-Nov","10-Apr",137,27.4,NA,NA,NA,NA,NA,0.56,0.59,-0.03,1,0.56,NA,NA,NA,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4",0,NA,76.60255,0
"95","27013301",2015,"grays","U",0,5.8,"27-Nov","5-Apr",130,4.5,NA,NA,NA,NA,NA,0.17,0.24,-0.07,NA,NA,NA,NA,NA,"Hennepin",44.954,-93.494,"NCHF",74,66.5870783674956,0.899825383344535,"11",0,NA,164.54,0
"96","27013318",2015,"northarm","U",0,NA,"29-Nov","5-Apr",128,4.5,NA,NA,NA,NA,NA,0.71,0.75,-0.04,NA,NA,NA,NA,NA,"Hennepin",44.96,-93.62,"NCHF",127,68.4729163715829,0.539156821823488,"17.7",0,NA,169.2,0
"97","27013319",2015,"stalban","U",0,NA,"29-Nov","5-Apr",128,4.5,NA,NA,NA,NA,NA,0.42,0.42,0,NA,NA,NA,NA,NA,"Hennepin",44.906,-93.552,"NCHF",41.7474353007831,41.7474353007831,1,"",0,NA,103.16,0
